title,year,kms_raw,price_raw,url,trim,color,steering_side,engine_fuel,vehicle_type,specs_detail
Bentley Bentayga I,2017,"3,900 km",N/A,https://auto.ae/dubai/sale/car/bentley/bentley-bentayga-i-2017/id/209151/,N/A,White,Left-Hand Drive,"6.0 l, 608 hp, Petrol",SUV 5 dr.,Japanese Specs
Mercedes-Benz G-Class AMG 63 AMG II (W463),2020,"34,790 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2020/id/209150/,Trim AMG G 63,White,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,Japanese Specs
Toyota Hilux VIII Facelift,2023,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-hilux-viii-facelift-2023/id/209149/,Trim Diesel D-Cab,White,Left-Hand Drive,"2.4 l, 150 hp, Diesel",Pickup double cab,N/A
Mercedes-Benz G-Class 550 III (W463),2019,"57,961 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-iii-w463-2019/id/209148/,Trim G 500,Black,Left-Hand Drive,"4.0 l, 422 hp, Petrol",SUV 5 dr.,Japanese Specs
"Mercedes-Benz S-Class 400 VI (W222, C217)",2015,"15,297 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-s-class-vi-w222-c217-2015/id/209146/,N/A,Silver,Left-Hand Drive,"3.5 l, 306 hp, Hybrid",Sedan,Japanese Specs
BYD Destroyer 05,2025,0 km,N/A,https://auto.ae/dubai/sale/car/byd/byd-destroyer-05-2025/id/209143/,Trim other,White,Left-Hand Drive,"1.5 l, 290 hp, Hybrid",Sedan,N/A
Mercedes-Benz E-Class AMG 63 AMG S V (W213),2017,"86,672 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-e-class-amg-v-w213-2017/id/209145/,Trim E 63 S 4MATIC+ Special edition,Black,Left-Hand Drive,"4.0 l, 612 hp, Petrol",Sedan,Japanese Specs
Mercedes-Benz G-Class AMG 63 AMG II (W463),2023,"15,389 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2023/id/209144/,Trim AMG G 63,Blue,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,Japanese Specs
Lexus LX 600 IV,2023,0 km,N/A,https://auto.ae/dubai/sale/car/lexus/lexus-lx-iv-2023/id/209142/,Trim VIP,Black,Left-Hand Drive,"3.4 l, 415 hp, Petrol",SUV 5 dr.,GCC Specs
Mercedes-Benz G-Class AMG 63 AMG II (W463),2019,"10,978 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2019/id/209141/,Trim AMG G 63,White,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,Japanese Specs
"Mercedes-Benz S-Class 400 VI (W222, C217)",2015,"22,652 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-s-class-vi-w222-c217-2015/id/209140/,N/A,White,Left-Hand Drive,"3.5 l, 306 hp, Hybrid",Sedan,Japanese Specs
Mercedes-Benz G-Class AMG 63 AMG II (W463),2021,"14,827 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2021/id/209139/,Trim AMG G 63,Black,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,Japanese Specs
Nissan Patrol VI (Y62) Facelift 2,2024,0 km,N/A,https://auto.ae/dubai/sale/car/nissan/nissan-patrol-vi-y62-facelift-2-2024/id/209138/,Trim LE Platinum City,Black,Left-Hand Drive,"5.6 l, 400 hp, Petrol",SUV 5 dr.,European Specs
Mercedes-Benz GLE AMG 43 AMG I (W166),2017,"49,233 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-gle-amg-i-w166-2017/id/209136/,N/A,Red,Left-Hand Drive,"3.0 l, 367 hp, Petrol",SUV 5 dr.,Japanese Specs
Lexus LX 600 IV,2023,0 km,N/A,https://auto.ae/dubai/sale/car/lexus/lexus-lx-iv-2023/id/209134/,Trim VIP,Black,Left-Hand Drive,"3.4 l, 415 hp, Petrol",SUV 5 dr.,GCC Specs
"Mercedes-Benz S-Class 450 VI (W222, C217) Facelift",2019,"113,734 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-s-class-vi-w222-c217-facelift-2019/id/209135/,N/A,White,Left-Hand Drive,"3.0 l, 367 hp, Petrol",Sedan,Japanese Specs
Mercedes-Benz S-Class 500 4MATIC VII (W223),2021,"21,739 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-s-class-vii-w223-2021/id/209132/,N/A,White,Left-Hand Drive,"3.0 l, 435 hp, Petrol",Sedan,Japanese Specs
Toyota Land Cruiser 300 Series,2023,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-land-cruiser-300-series-2023/id/209133/,Trim GXR,Black,Left-Hand Drive,"4.0 l, 275 hp, Petrol",SUV 5 dr.,N/A
Mercedes-Benz G-Class AMG 63 AMG II (W463),2021,"17,609 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2021/id/209130/,Trim AMG G 63,White,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,Japanese Specs
Nissan X-Terra,2023,0 km,N/A,https://auto.ae/dubai/sale/car/nissan/nissan-x-terra-2023/id/209131/,N/A,Black,Left-Hand Drive,"2.5 l, 165 hp, Petrol",SUV 5 dr.,N/A
Mercedes-Benz G-Class AMG 63 AMG II (W463),2021,"11,070 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2021/id/209129/,Trim AMG G 63,White,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,Japanese Specs
Mercedes-Benz E-Class AMG 43 AMG V (W213),2017,"66,675 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-e-class-amg-v-w213-2017/id/209128/,N/A,Black,Left-Hand Drive,"3.0 l, 401 hp, Petrol",Sedan,Japanese Specs
Toyota Land Cruiser 300 Series,2023,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-land-cruiser-300-series-2023/id/209127/,Trim VXR (7 seats),Black,Left-Hand Drive,"3.4 l, 415 hp, Petrol",SUV 5 dr.,N/A
Mercedes-Benz EQS 450,2023,0 km,N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-eqs-2023/id/209125/,Trim 450 4MATIC,White,Left-Hand Drive,"265 kWt, Electric",N/A,European Specs
Mercedes-Benz G-Class AMG 63 AMG II (W463),2019,"54,026 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2019/id/209124/,Trim AMG G 63,Black,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,Japanese Specs
Toyota HiAce H300,2023,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-hiace-h300-2023/id/209123/,Trim other,White,Left-Hand Drive,"2.8 l, 177 hp, Diesel",VAN,N/A
"Mercedes-Benz S-Class 400 VI (W222, C217)",2015,"84,733 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-s-class-vi-w222-c217-2015/id/209100/,Trim S400,White,Left-Hand Drive,"3.5 l, 306 hp, Hybrid",Sedan,Japanese Specs
Mercedes-Benz AMG GT 63 I Facelift,2019,"25,064 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-amg-gt-i-facelift-2019/id/209022/,N/A,Blue,Left-Hand Drive,"4.0 l, 585 hp, Petrol",N/A,Japanese Specs
Land Rover Range Rover Sport P400 MHEV III,2023,0 km,N/A,https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-sport-iii-2023/id/209122/,Trim Dynamic SE,Black,Left-Hand Drive,"3.0 l, 400 hp, Petrol",SUV 5 dr.,N/A
Toyota Hilux VIII Facelift 2,2024,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-hilux-viii-facelift-2-2024/id/209121/,Trim other,White,Left-Hand Drive,"2.8 l, 204 hp, Diesel",Pickup double cab,European Specs
Mercedes-Benz EQS 450,2023,0 km,N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-eqs-2023/id/209120/,Trim 450 4MATIC,Grey,Left-Hand Drive,"265 kWt, Electric",N/A,European Specs
Audi RS Q8 I,2024,0 km,N/A,https://auto.ae/dubai/sale/car/audi/audi-rs-q8-i-2024/id/209119/,Trim RS Q8 TFSI,Black,Left-Hand Drive,"4.0 l, 600 hp, Petrol",SUV 5 dr.,European Specs
Toyota Land Cruiser 300 Series,2024,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-land-cruiser-300-series-2024/id/209118/,Trim GXR,White,Left-Hand Drive,"3.4 l, 415 hp, Petrol",SUV 5 dr.,European Specs
Toyota Camry VIII (XV70) Facelift,2023,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-camry-viii-xv70-facelift-2023/id/209117/,Trim other,Black,Left-Hand Drive,"3.5 l, 301 hp, Petrol",Sedan,N/A
Toyota Land Cruiser 70 Series Facelift 2,2024,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-land-cruiser-70-series-facelift-2-2024/id/209116/,N/A,White,Left-Hand Drive,"4.5 l, 205 hp, Diesel",Pickup single cab 79,N/A
Toyota Land Cruiser 300 Series,2025,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-land-cruiser-300-series-2025/id/209115/,Trim GR Sport,Black,Left-Hand Drive,"3.3 l, 299 hp, Diesel",SUV 5 dr.,N/A
Mitsubishi L200 V Facelift,2023,0 km,N/A,https://auto.ae/dubai/sale/car/mitsubishi/mitsubishi-l200-v-facelift-2023/id/209114/,Trim GL,Silver,Left-Hand Drive,"2.4 l, 152 hp, Petrol",Pickup double cab,N/A
Kaiyi E5,2024,0 km,N/A,https://auto.ae/dubai/sale/car/kaiyi/kaiyi-e5-2024/id/209113/,Trim Luxury,White,Left-Hand Drive,"1.5 l, 147 hp, Petrol",Sedan,Chinese Specs
Suzuki Jimny IV,2024,0 km,N/A,https://auto.ae/dubai/sale/car/suzuki/suzuki-jimny-iv-2024/id/209112/,Trim GL,Beige,Left-Hand Drive,"1.5 l, 105 hp, Petrol",SUV 5 dr.,N/A
Suzuki Swift VI,2025,0 km,N/A,https://auto.ae/dubai/sale/car/suzuki/suzuki-swift-vi-2025/id/209111/,N/A,Brown,Left-Hand Drive,"1.2 l, 82 hp, Petrol",Hatchback 5 dr.,N/A
Suzuki Jimny IV,2023,0 km,N/A,https://auto.ae/dubai/sale/car/suzuki/suzuki-jimny-iv-2023/id/209110/,Trim GL,Black,Left-Hand Drive,"1.5 l, 102 hp, Petrol",SUV 3 dr.,N/A
"Mercedes-Benz S-Class 560 VI (W222, C217) Facelift",2018,"46,256 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-s-class-vi-w222-c217-facelift-2018/id/209108/,N/A,Silver,Left-Hand Drive,"4.0 l, 469 hp, Petrol",Sedan,Japanese Specs
Toyota Land Cruiser 300 Series,2022,"32,461 km",N/A,https://auto.ae/dubai/sale/car/toyota/toyota-land-cruiser-300-series-2022/id/209107/,Trim GXR,White,Left-Hand Drive,"3.4 l, 415 hp, Petrol",SUV 5 dr.,GCC Specs
Mercedes-Benz G-Class AMG 63 AMG II (W463),2024,"4,111 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2024/id/209106/,Trim AMG G 63,White,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,Japanese Specs
Mercedes-Benz S-Class 500 4MATIC VII (W223),2021,"27,396 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-s-class-vii-w223-2021/id/209105/,Trim S 500 4matic base,Grey,Left-Hand Drive,"3.0 l, 449 hp, Petrol",Sedan,Japanese Specs
"Mercedes-Benz S-Class 400 VI (W222, C217)",2015,"41,227 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-s-class-vi-w222-c217-2015/id/209104/,N/A,White,Left-Hand Drive,"3.5 l, 306 hp, Hybrid",Sedan,Japanese Specs
Cadillac Escalade V,2023,"13,007 km",N/A,https://auto.ae/dubai/sale/car/cadillac/cadillac-escalade-v-2023/id/209103/,N/A,White,Left-Hand Drive,"6.2 l, 416 hp, Petrol",SUV 5 dr.,American Specs
"Mercedes-Benz S-Class 450 VI (W222, C217) Facelift",2018,"66,032 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-s-class-vi-w222-c217-facelift-2018/id/209102/,N/A,White,Left-Hand Drive,"3.0 l, 367 hp, Petrol",Sedan,Japanese Specs
Mercedes-Benz G-Class AMG 63 AMG II (W465) Facelift,2024,"4,137 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w465-facelift-2024/id/209101/,Trim AMG G 63,Grey,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,Japanese Specs
Mercedes-Benz G-Class AMG 63 AMG II (W463),2021,"22,284 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2021/id/209099/,Trim AMG G 63,Black,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,Japanese Specs
Mercedes-Benz G-Class AMG 63 AMG II (W463),2019,"29,881 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2019/id/209098/,Trim AMG G 63,Black,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,Japanese Specs
Cadillac Escalade ESV V,2023,"27,839 km",N/A,https://auto.ae/dubai/sale/car/cadillac/cadillac-escalade-v-2023/id/209096/,N/A,Black,Left-Hand Drive,"6.2 l, 420 hp, Petrol",SUV 5 dr.,American Specs
Mercedes-Benz G-Class AMG 63 AMG II (W463),2021,"14,276 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2021/id/209095/,Trim AMG G 63,Black,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,Japanese Specs
Toyota Camry VIII (XV70) Facelift,2023,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-camry-viii-xv70-facelift-2023/id/209091/,Trim LE,Black,Left-Hand Drive,"2.5 l, 204 hp, Petrol",Sedan,N/A
Suzuki Alto VIII (HA36),2025,0 km,N/A,https://auto.ae/dubai/sale/car/suzuki/suzuki-alto-viii-ha36-2025/id/209090/,Trim other,Blue,Left-Hand Drive,"0.7 l, 49 hp, Petrol",Hatchback 5 dr.,European Specs
Mercedes-Benz C-Class 200 V (W206),2025,0 km,N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-c-class-v-w206-2025/id/209089/,Trim C 200,White,Left-Hand Drive,"1.5 l, 204 hp, Petrol",Sedan,N/A
Toyota Land Cruiser Prado 250 Series,2024,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-land-cruiser-prado-250-series-2024/id/209088/,Trim Lux,Silver,Left-Hand Drive,"2.4 l, 279 hp, Petrol",SUV 5 dr.,European Specs
Land Rover Defender 110 II,2023,0 km,N/A,https://auto.ae/dubai/sale/car/land-rover/land-rover-defender-ii-2023/id/209085/,Trim First Edition,Bronze,Left-Hand Drive,"3.0 l, 400 hp, Petrol",SUV 5 dr. 110,European Specs
Nissan X-Terra,2023,0 km,N/A,https://auto.ae/dubai/sale/car/nissan/nissan-x-terra-2023/id/209084/,Trim other,Grey,Left-Hand Drive,"2.5 l, 165 hp, Petrol",SUV 5 dr.,N/A
Toyota RAV4 V (XA50),2023,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-rav4-v-xa50-2023/id/209083/,Trim Comfort,Black,Left-Hand Drive,"2.5 l, 199 hp, Petrol",SUV 5 dr.,N/A
Toyota HiAce H200 Facelift,2025,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-hiace-h200-facelift-2025/id/209082/,Trim other,White,Left-Hand Drive,"3.0 l, 144 hp, Diesel",VAN,European Specs
Toyota Fortuner II Facelift,2023,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-fortuner-ii-facelift-2023/id/209081/,Trim other,Silver,Left-Hand Drive,"2.7 l, 166 hp, Petrol",SUV 5 dr.,GCC Specs
Toyota Hilux VIII Facelift 2,2025,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-hilux-viii-facelift-2-2025/id/209080/,Trim other,Black,Left-Hand Drive,"2.7 l, 166 hp, Petrol",Pickup double cab,European Specs
Toyota Hilux VIII Facelift 2,2025,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-hilux-viii-facelift-2-2025/id/209078/,N/A,Grey,Left-Hand Drive,"2.8 l, 204 hp, Diesel",Pickup double cab,European Specs
Toyota Land Cruiser Prado 250 Series,2024,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-land-cruiser-prado-250-series-2024/id/209077/,Trim First Edition,Blue,Left-Hand Drive,"2.4 l, 279 hp, Petrol",SUV 5 dr.,European Specs
Mitsubishi Montero Sport III Facelift,2023,0 km,N/A,https://auto.ae/dubai/sale/car/mitsubishi/mitsubishi-montero-sport-iii-facelift-2023/id/209076/,Trim GLS,Grey,Left-Hand Drive,"3.0 l, 209 hp, Petrol",SUV 5 dr.,GCC Specs
Mercedes-Benz GLC Coupe 200 II (C254),2025,0 km,N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-glc-coupe-ii-c254-2025/id/209074/,Trim GLC 200 4MATIC Coupe,White,Left-Hand Drive,"2.0 l, 204 hp, Petrol",SUV 5 dr.,GCC Specs
Toyota bZ4X I,2024,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-bz4x-2024/id/209073/,Trim 615 Max,White,Left-Hand Drive,"150 kWt, Electric",SUV 5 dr.,Chinese Specs
Land Rover Range Rover Sport P400 MHEV III,2023,0 km,N/A,https://auto.ae/dubai/sale/car/land-rover/land-rover-range-rover-sport-iii-2023/id/209072/,Trim Autobiography,Black,Left-Hand Drive,"3.0 l, 400 hp, Petrol",SUV 5 dr.,N/A
Toyota RAV4 V (XA50),2024,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-rav4-v-xa50-2024/id/209071/,Trim other,White,Left-Hand Drive,"2.5 l, 306 hp, Hybrid",SUV 5 dr.,Chinese Specs
Suzuki Jimny IV,2025,0 km,N/A,https://auto.ae/dubai/sale/car/suzuki/suzuki-jimny-iv-2025/id/209070/,Trim GLX,White,Left-Hand Drive,"1.5 l, 105 hp, Petrol",SUV 5 dr.,European Specs
Kia Sportage V,2024,0 km,N/A,https://auto.ae/dubai/sale/car/kia/kia-sportage-v-2024/id/209069/,Trim other,White,Left-Hand Drive,"2.0 l, 186 hp, Diesel",SUV 5 dr.,N/A
Suzuki Grand Vitara III,2024,0 km,N/A,https://auto.ae/dubai/sale/car/suzuki/suzuki-grand-vitara-iii-2024/id/209068/,Trim GLX,Black,Left-Hand Drive,"1.5 l, 103 hp, Petrol",SUV 5 dr.,N/A
Toyota Land Cruiser 70 Series Facelift 2,2023,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-land-cruiser-70-series-facelift-2-2023/id/209067/,Trim other,White,Left-Hand Drive,"4.5 l, 205 hp, Diesel",Pickup single cab 79,European Specs
Kaiyi X3 Pro,2025,0 km,N/A,https://auto.ae/dubai/sale/car/kaiyi/kaiyi-x3-pro-2025/id/209066/,Trim other,White,Left-Hand Drive,"1.5 l, 116 hp, Petrol",SUV 5 dr.,Chinese Specs
Lexus LX 600 IV,2024,0 km,N/A,https://auto.ae/dubai/sale/car/lexus/lexus-lx-iv-2024/id/209065/,Trim Import,Black,Left-Hand Drive,"3.4 l, 415 hp, Petrol",SUV 5 dr.,GCC Specs
Cadillac Escalade 600 V Facelift,2025,0 km,N/A,https://auto.ae/dubai/sale/car/cadillac/cadillac-escalade-v-facelift-2025/id/209063/,Trim Sport,Black,Left-Hand Drive,"6.2 l, 420 hp, Petrol",SUV 5 dr. ESV,N/A
Kaiyi X7 Kunlun,2024,0 km,N/A,https://auto.ae/dubai/sale/car/kaiyi/kaiyi-x7-kunlun-2024/id/209062/,Trim Comfort,Blue,Left-Hand Drive,"1.6 l, 186 hp, Petrol",SUV 5 dr.,Chinese Specs
Toyota Corolla Cross I,2024,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-corolla-cross-i-2024/id/209061/,Trim Elite Edition (China),White,Left-Hand Drive,"2.0 l, 196 hp, Hybrid",SUV 5 dr.,European Specs
Lexus LX 600 IV,2023,0 km,N/A,https://auto.ae/dubai/sale/car/lexus/lexus-lx-iv-2023/id/209059/,Trim VIP,Black,Left-Hand Drive,"3.4 l, 415 hp, Petrol",SUV 5 dr.,N/A
Toyota bZ4X I,2024,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-bz4x-2024/id/209058/,Trim 615 Max,White,Left-Hand Drive,"150 kWt, Electric",SUV 5 dr.,Chinese Specs
Hyundai Elantra VII (CN7) Facelift,2025,0 km,N/A,https://auto.ae/dubai/sale/car/hyundai/hyundai-elantra-vii-cn7-facelift-2025/id/209057/,Trim Active,White,Left-Hand Drive,"1.6 l, 128 hp, Petrol",Sedan,Chinese Specs
Toyota Hilux VIII Facelift,2024,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-hilux-viii-facelift-2024/id/209055/,Trim GLS,Black,Left-Hand Drive,"2.7 l, 166 hp, Petrol",Pickup double cab,N/A
Suzuki S-Presso,2025,0 km,N/A,https://auto.ae/dubai/sale/car/suzuki/suzuki-s-presso-2025/id/209054/,N/A,Orange,Right-Hand Drive,"1.0 l, 67 hp, Petrol",SUV 5 dr.,N/A
Toyota Land Cruiser 300 Series,2024,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-land-cruiser-300-series-2024/id/209053/,Trim VX (5 seats),White,Left-Hand Drive,"3.3 l, 309 hp, Diesel",SUV 5 dr.,N/A
Suzuki Ertiga II,2025,0 km,N/A,https://auto.ae/dubai/sale/car/suzuki/suzuki-ertiga-ii-2025/id/209052/,Trim GLX,Silver,Left-Hand Drive,"1.5 l, 105 hp, Petrol",Compact Van,European Specs
Isuzu D-Max III,2024,0 km,N/A,https://auto.ae/dubai/sale/car/isuzu/isuzu-d-max-iii-2024/id/209051/,N/A,Grey,Left-Hand Drive,"1.9 l, 150 hp, Diesel",Pickup double cab,European Specs
Hyundai Creta II,2024,0 km,N/A,https://auto.ae/dubai/sale/car/hyundai/hyundai-creta-ii-2024/id/209050/,Trim Prime,Silver,Left-Hand Drive,"1.6 l, 123 hp, Petrol",SUV 5 dr.,European Specs
Toyota Land Cruiser 300 Series,2023,0 km,N/A,https://auto.ae/dubai/sale/car/toyota/toyota-land-cruiser-300-series-2023/id/209049/,Trim VX (5 seats),Black,Left-Hand Drive,"3.3 l, 309 hp, Diesel",SUV 5 dr.,N/A
Suzuki Eeco,2025,0 km,N/A,https://auto.ae/dubai/sale/car/suzuki/suzuki-eeco-2025/id/209048/,N/A,White,Left-Hand Drive,"1.2 l, 72 hp, Petrol",VAN,N/A
Mitsubishi L200 VI,2025,0 km,N/A,https://auto.ae/dubai/sale/car/mitsubishi/mitsubishi-l200-vi-2025/id/209047/,Trim GLX,Silver,Left-Hand Drive,"2.4 l, 184 hp, Diesel",Pickup double cab,European Specs
Infiniti QX80 II,2025,0 km,N/A,https://auto.ae/dubai/sale/car/infiniti/infiniti-qx80-ii-2025/id/209046/,Trim Luxe,Grey,Left-Hand Drive,"3.5 l, 450 hp, Petrol",SUV 5 dr.,GCC Specs
Mercedes-Benz G-Class AMG 63 AMG II (W463),2021,"14,276 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2021/id/209045/,Trim AMG G 63,Black,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,Japanese Specs
Mercedes-Benz G-Class AMG 63 AMG II (W463),2022,"11,313 km",N/A,https://auto.ae/dubai/sale/car/mercedes-benz/mercedes-benz-g-class-amg-ii-w463-2022/id/209044/,Trim AMG G 63,Black,Left-Hand Drive,"4.0 l, 585 hp, Petrol",SUV 5 dr.,Japanese Specs
Suzuki DZire III Facelift,2024,0 km,N/A,https://auto.ae/dubai/sale/car/suzuki/suzuki-dzire-iii-facelift-2024/id/209043/,Trim other,Silver,Right-Hand Drive,"1.2 l, 83 hp, Petrol",Sedan,N/A
