iter	RMSE
168	0.2846303973
169	0.2842444098
170	0.2838256317
171	0.2834873768
172	0.2829058675
173	0.2826338851
174	0.2822439843
175	0.282041077
176	0.2815022461
177	0.281116494
178	0.2809614127
179	0.2804800225
180	0.2802786756
181	0.2798136471
182	0.2792938077
183	0.2790006792
184	0.2786957724
185	0.2782156165
186	0.2778434237
187	0.277716141
188	0.2774535559
189	0.2770218011
190	0.2766655991
191	0.2765073668
192	0.2760385521
193	0.275710977
194	0.2754940578
195	0.2752292579
196	0.2749498685
197	0.2746932071
198	0.2742651902
199	0.2739136325
200	0.27364299
201	0.2733401101
202	0.2730597921
203	0.2726918659
204	0.2724403695
205	0.2721444087
206	0.2718572778
207	0.2715451826
208	0.2712590181
209	0.27093106
210	0.2706339269
211	0.2703727059
212	0.2702430394
213	0.2700284269
214	0.2697281853
215	0.2693980922
216	0.2691603786
217	0.2687895357
218	0.2685128647
219	0.2683297835
220	0.2680219817
221	0.267881025
222	0.2675673607
223	0.2673698191
224	0.2670375963
225	0.2668549067
226	0.2666853135
227	0.2664588082
228	0.2662261959
229	0.2659965393
230	0.2657363335
231	0.2655266734
232	0.2651442306
233	0.2649404906
234	0.2648555342
235	0.2645473724
236	0.2643432772
237	0.2641220379
238	0.2639153242
239	0.2637154733
240	0.2634955109
241	0.2632327389
242	0.2628964014
243	0.2626486973
244	0.2623783558
245	0.2620565562
246	0.2617693596
247	0.2616283526
248	0.2613059052
249	0.2610693168
250	0.2607198882
251	0.2605297425
252	0.2603063738
253	0.260134721
254	0.2599140363
255	0.2597492334
256	0.2596903261
257	0.2595389174
258	0.2592192519
259	0.2589574543
260	0.2588907546
261	0.2585887906
262	0.2585200107
263	0.2582806233
264	0.2580063812
265	0.2578020745
266	0.2576387723
267	0.2574450146
268	0.2571606557
269	0.2569531713
270	0.2567333685
271	0.2566486921
272	0.2565027747
273	0.2562726504
274	0.2561989932
275	0.2560277303
276	0.2557619309
277	0.2555323725
278	0.2553480659
279	0.2551118822
280	0.2549574108
281	0.254844651
282	0.2547544877
283	0.2546482185
284	0.2545294698
285	0.2542096783
286	0.2540542085
287	0.2538014852
288	0.2536412867
289	0.2535353674
290	0.2533185398
291	0.2531840076
292	0.2529420299
293	0.2528294794
294	0.2526835669
295	0.2524498653
296	0.252311535
297	0.2520156581
298	0.2516908438
299	0.2514731576
300	0.2512713986
301	0.251197718
302	0.2509702384
303	0.2507448341
304	0.2505927437
305	0.2503859323
306	0.2502139714
307	0.2500025749
308	0.2498584331
309	0.2496682487
310	0.2495244664
311	0.2493376786
312	0.2491375689
313	0.2489861225
314	0.2487109622
315	0.2486739409
316	0.2484045976
317	0.2481946165
318	0.2480908011
319	0.2480484929
320	0.2478053176
321	0.2475015626
322	0.2473568953
323	0.247101962
324	0.2469713921
325	0.2467376898
326	0.246729449
327	0.2465788834
328	0.2465234043
329	0.2463489808
330	0.2461740391
331	0.2460816005
332	0.2457827709
333	0.2456218177
334	0.2455214585
335	0.2453767953
336	0.2451979191
337	0.2450519163
338	0.2448980492
339	0.2447138656
340	0.244517325
341	0.2444290108
342	0.2442592112
343	0.2441159535
344	0.2438854905
345	0.2437961712
346	0.2437842013
347	0.2435944598
348	0.2434728969
349	0.2432156729
350	0.2431160883
351	0.2430132575
352	0.2429532215
353	0.242890608
354	0.2427977395
355	0.2426159319
356	0.2425097995
357	0.242440799
358	0.2422774733
359	0.2420985892
360	0.2420006568
361	0.2419346556
362	0.2417815804
363	0.2415166509
364	0.2413872549
365	0.2413441448
366	0.2412239969
367	0.2410476953
368	0.2409459544
369	0.2408346892
370	0.2407459313
371	0.2407083077
372	0.2406811565
373	0.2406376139
374	0.2403952507
375	0.2402935307
376	0.2402241834
377	0.2400863755
378	0.2398269991
379	0.2397118593
380	0.2395747358
381	0.2395238755
382	0.2392802476
383	0.2391787004
384	0.2390629809
385	0.2389366462
386	0.2387749552
387	0.2386459789
388	0.2385482244
389	0.2383955142
390	0.2383351184
391	0.2381878629
392	0.238179362
393	0.2380449219
394	0.2378787022
395	0.2376529516
396	0.2375887012
397	0.2374117101
398	0.2373734148
399	0.2372321324
400	0.2372203085
401	0.2371461321
402	0.2370953898
403	0.2370129772
404	0.2369210591
405	0.2368117118
406	0.2367011941
407	0.2366469315
408	0.2365242831
409	0.2363579483
410	0.2361588117
411	0.2359311263
412	0.235922223
413	0.2358561818
414	0.2356975619
415	0.2355391768
416	0.2353443798
417	0.2352992187
418	0.2352079444
419	0.2350641181
420	0.2349536252
421	0.2348407711
422	0.2346403605
423	0.2346221438
424	0.2345390123
425	0.2344271969
426	0.2343267066
427	0.2342270112
428	0.2340339059
429	0.2338952764
430	0.2338086201
431	0.2336120904
432	0.2334127498
433	0.233275793
434	0.2331606553
435	0.2330137254
436	0.2328216298
437	0.2327874931
438	0.232758668
439	0.2326092404
440	0.2325329021
441	0.232389142
442	0.2323499532
443	0.232208734
444	0.23206745
445	0.2319535031
446	0.231904989
447	0.23184234
448	0.2317862073
449	0.2316586728
450	0.2315684764
451	0.2314098467
452	0.2313250837
453	0.2312669574
454	0.2310438735
455	0.2308209376
456	0.2307224216
457	0.2305870981
458	0.2304870429
459	0.2303542253
460	0.2301714737
461	0.230101675
462	0.2299999758
463	0.2298893173
464	0.2297113788
465	0.2295939076
466	0.2293473972
467	0.2292994363
468	0.2291675101
469	0.2290903165
470	0.229003824
471	0.228926317
472	0.228834997
473	0.2288164355
474	0.2287922286
475	0.2286564301
476	0.2285058825
477	0.2283810152
478	0.2281500325
479	0.2279531403
480	0.2278463894
481	0.2277137367
482	0.2276497995
483	0.2274257498
484	0.2273745064
485	0.2271376686
486	0.2270944954
487	0.2270138917
488	0.2268249097
489	0.2267373216
490	0.2265547434
491	0.2264277809
492	0.2263428674
493	0.2262973007
494	0.2261301433
495	0.2260778972
496	0.2259389696
497	0.2258356631
498	0.2257465
499	0.2256349447
500	0.2254727995
501	0.2253725396
502	0.2253323548
503	0.2252796437
504	0.2251983297
505	0.2251333025
506	0.2250597748
507	0.2248336195
508	0.2247363965
509	0.2245816086
510	0.2245401715
511	0.2244179662
512	0.2243898306
513	0.224252028
514	0.2241947599
515	0.2241496165
516	0.224099512
517	0.2240229171
518	0.2239301087
519	0.2238256604
520	0.2236850708
521	0.2236160507
522	0.2234732107
523	0.2233284738
524	0.2231750485
525	0.2231224329
526	0.2229173572
527	0.2227870788
528	0.2225535423
529	0.2224770913
530	0.2224102878
531	0.222289388
532	0.2222131082
533	0.2220943557
534	0.2220187789
535	0.2218648749
536	0.2216995499
537	0.2216065949
538	0.221472333
539	0.2214135406
540	0.2212335296
541	0.2211374551
542	0.2210283228
543	0.2208897083
544	0.2208327563
545	0.2206979098
546	0.2206154861
547	0.2205328546
548	0.2205236745
549	0.2204514819
550	0.2204122046
551	0.2201524476
552	0.2201020768
553	0.2200847189
554	0.2199754861
555	0.2199637777
556	0.2198381001
557	0.2197829159
558	0.2197450851
559	0.2196827544
560	0.2196147505
561	0.2194832653
562	0.2193565959
563	0.2192829922
564	0.2191740765
565	0.2190675049
566	0.2189582194
567	0.2188427641
568	0.2187102574
569	0.2186097774
570	0.2184914016
571	0.2183873387
572	0.2182316102
573	0.2182284161
574	0.2181915622
575	0.218052535
576	0.2179369316
577	0.217652108
578	0.2176128387
579	0.2175191635
580	0.2173853723
581	0.2173553973
582	0.2173376797
583	0.2172281883
584	0.2170926248
585	0.2170167042
586	0.216991051
587	0.2168419862
588	0.2168126681
589	0.2167725336
590	0.2167031044
591	0.2165929435
592	0.216519028
593	0.2163553707
594	0.2163535909
595	0.2162851053
596	0.2160595508
597	0.2159996321
598	0.21593397
599	0.2158644028
600	0.2157717247
601	0.2157133855
602	0.2155660192
603	0.215345446
604	0.2150571332
605	0.2149344884
606	0.214894174
607	0.2147723526
608	0.2147379498
609	0.2147106057
610	0.2146549587
611	0.2144023011
612	0.2142521945
613	0.2141327142
614	0.2140110406
615	0.21391084
616	0.2138705213
617	0.213785323
618	0.2137492524
619	0.2137056531
620	0.2135778914
621	0.213528036
622	0.2134326454
623	0.2132119955
624	0.2130725244
625	0.2129833632
626	0.212906121
627	0.2128123215
628	0.2127911358
629	0.2127768066
630	0.2126860645
631	0.212611333
632	0.2125956205
633	0.2124655529
634	0.2122416275
635	0.2121441912
636	0.2120524753
637	0.211998584
638	0.2119784508
639	0.2119571299
640	0.211836593
641	0.2117410312
642	0.2116267539
643	0.2114867799
644	0.2114220727
645	0.2114219174
646	0.2113795692
647	0.2112348904
648	0.2111862204
649	0.2111327597
650	0.2110388437
651	0.2110076015
652	0.2109372359
653	0.2108405861
654	0.210825961
655	0.2107119878
656	0.2106366208
657	0.2106051218
658	0.2105626208
659	0.2104954004
660	0.2103476335
661	0.210320065
662	0.2102179185
663	0.2100983497
664	0.2100181047
665	0.2100178261
666	0.2099460524
667	0.2098976044
668	0.2098235175
669	0.209823259
670	0.2097432221
671	0.2096751783
672	0.2096634976
673	0.2096108609
674	0.209485464
675	0.2093565857
676	0.2092390015
677	0.2092085826
678	0.2091146617
679	0.2090539095
680	0.20900159
681	0.2088736901
682	0.2088455042
683	0.2088183304
684	0.2087680793
685	0.2086706293
686	0.2085879338
687	0.2085428902
688	0.2084761569
689	0.2084002537
690	0.2083632089
691	0.2082970398
692	0.2081769036
693	0.2079858623
694	0.2079378827
695	0.207847968
696	0.2077997332
697	0.207744401
698	0.2076389167
699	0.2075653049
700	0.207430651
701	0.2073076756
702	0.2072278788
703	0.2071889027
704	0.2071032482
705	0.2070202144
706	0.2069882229
707	0.2069204992
708	0.2068799469
709	0.2067746991
710	0.206615883
711	0.2065380339
712	0.2065336915
713	0.2064860578
714	0.2064289963
715	0.2063766769
716	0.2062511369
717	0.2061683284
718	0.2060690825
719	0.2059751713
720	0.2059346874
721	0.2059083602
722	0.2058236054
723	0.2057090387
724	0.2056335676
725	0.2055649526
726	0.2054943425
727	0.2054033194
728	0.2053389588
729	0.2052266607
730	0.2051748443
731	0.2051408439
732	0.2050251833
733	0.2049655041
734	0.2048582325
735	0.2048079792
736	0.2047489348
737	0.2046392352
738	0.2045539634
739	0.2044827003
740	0.2043950774
741	0.2043207027
742	0.2042891316
743	0.2042228298
744	0.2042153903
745	0.204076579
746	0.2040018733
747	0.203951134
748	0.2038803748
749	0.2038046902
750	0.2037254468
751	0.203688382
752	0.2035968873
753	0.2035356927
754	0.2034602314
755	0.2033757755
756	0.2032949886
757	0.2032259912
758	0.2031288991
759	0.2030379843
760	0.2029713553
761	0.202898287
762	0.2028559422
763	0.2027793136
764	0.2027220207
765	0.2026383566
766	0.2025606461
767	0.2024924392
768	0.2024167006
769	0.2023427104
770	0.2022905361
771	0.2021764128
772	0.202019716
773	0.2019248963
774	0.2018948988
775	0.2017934711
776	0.2016960981
777	0.201619183
778	0.2015794086
779	0.2014949113
780	0.201458863
781	0.2013793029
782	0.2012690648
783	0.2011808576
784	0.2011732064
785	0.201111951
786	0.2010606701
787	0.2010599158
788	0.2009585256
789	0.2009087616
790	0.2008538823
791	0.2008532129
792	0.2008236997
793	0.2007546737
794	0.2007238014
795	0.2006533736
796	0.2005398905
797	0.20050618
798	0.200476152
799	0.2004376072
800	0.2003978916
801	0.2003260951
802	0.2002573181
803	0.200127906
804	0.2000586206
805	0.200012537
806	0.1999650954
807	0.199876364
808	0.1998194622
809	0.199801431
810	0.1997784955
811	0.1996963121
812	0.1995895355
813	0.1995546742
814	0.1995286916
815	0.1994880713
816	0.1993586127
817	0.199296404
818	0.1992585453
819	0.1991568249
820	0.1990446561
821	0.1989884089
822	0.1988954722
823	0.1987999892
824	0.1987285957
825	0.1986772875
826	0.1985951723
827	0.1985876943
828	0.1984708616
829	0.1983592468
830	0.1983159775
831	0.198220125
832	0.1982065458
833	0.1981019287
834	0.1980517267
835	0.1979586729
836	0.1979302208
837	0.1978571505
838	0.1977522067
839	0.1976396647
840	0.1975989998
841	0.1975129532
842	0.1974765616
843	0.1973933028
844	0.1973334391
845	0.1972944441
846	0.1972262806
847	0.1971074936
848	0.1970528819
849	0.197000575
850	0.1969231253
851	0.1968363165
852	0.1967279442
853	0.19657757
854	0.1965677042
855	0.1965089662
856	0.196423617
857	0.1963586196
858	0.1962513024
859	0.1962224286
860	0.1961283187
861	0.1960710607
862	0.196035136
863	0.1959999993
864	0.1958752826
865	0.1957972962
866	0.1957322232
867	0.1957150932
868	0.1956539467
869	0.1956259499
870	0.1955522346
871	0.1955506552
872	0.1955490234
873	0.1954446476
874	0.1953408129
875	0.1952315667
876	0.1952045376
877	0.1951503268
878	0.1950989888
879	0.1950488501
880	0.1949601414
881	0.1949199471
882	0.1948815176
883	0.1947705496
884	0.1947319135
885	0.1946745507
886	0.1946033055
887	0.1945529448
888	0.1945046805
889	0.1944623532
890	0.1944133665
891	0.1943709169
892	0.1943175315
893	0.1942692572
894	0.1942504474
895	0.1941602303
896	0.1941228225
897	0.1941121992
898	0.1940381792
899	0.1940083111
900	0.1939738958
901	0.1939248263
902	0.1938891389
903	0.1938478375
904	0.1937394008
905	0.1937380381
906	0.1936299413
907	0.1935500902
908	0.1935004599
909	0.1934439135
910	0.193363753
911	0.1932577235
912	0.1932090009
913	0.1931167411
914	0.1930699362
915	0.1930103855
916	0.1929621159
917	0.1929367136
918	0.192888857
919	0.1928495455
920	0.1928159109
921	0.1927123194
922	0.1926693031
923	0.1925990827
924	0.19259781
925	0.1925775832
926	0.19251151
927	0.1924910086
928	0.1924704256
929	0.1924351464
930	0.1924012231
931	0.1923484233
932	0.192322871
933	0.192308509
934	0.1922476568
935	0.1921733393
936	0.1921585736
937	0.1920618021
938	0.1920265209
939	0.191961321
940	0.1919219287
941	0.1918776852
942	0.1918093669
943	0.1917984945
944	0.191770016
945	0.1916818321
946	0.1916467168
947	0.1915555484
948	0.1914760992
949	0.1914371812
950	0.1914113864
951	0.1913397367
952	0.1912904308
953	0.1912535403
954	0.1912335618
955	0.1911812289
956	0.1911490283
957	0.191050447
958	0.1909994656
959	0.1909741504
960	0.1909229936
961	0.1908274827
962	0.1907841809
963	0.1907320582
964	0.1906883615
965	0.1906301839
966	0.1905453418
967	0.190493267
968	0.1904069031
969	0.1903245148
970	0.1902882895
971	0.1902663526
972	0.1902392299
973	0.1901341519
974	0.1901157888
975	0.1900790688
976	0.190061716
977	0.1899665191
978	0.1898721455
979	0.1898120395
980	0.1897973228
981	0.1897241795
982	0.1896712192
983	0.1896271232
984	0.1895797215
985	0.1895047157
986	0.1894187191
987	0.1893759253
988	0.1893609831
989	0.1892657779
990	0.1891789484
991	0.1891337997
992	0.1890971953
993	0.1890576304
994	0.1889881617
995	0.1889177932
996	0.1887758491
997	0.1887187517
998	0.1886253807
999	0.1885946447
1000	0.1885223848
1001	0.1884619998
1002	0.1883844803
1003	0.1883566762
1004	0.1883036028
1005	0.1882168634
1006	0.1881702535
1007	0.1881313352
1008	0.1880862866
1009	0.1880572193
1010	0.1879992415
1011	0.1879387212
1012	0.1879069181
1013	0.1879061083
1014	0.1878685954
1015	0.1878446204
1016	0.1877822011
1017	0.1877211691
1018	0.1875746067
1019	0.1875123081
1020	0.1874986687
1021	0.187346614
1022	0.1873242259
1023	0.1872566273
1024	0.1872180412
1025	0.1871559872
1026	0.187119214
1027	0.1870846939
1028	0.1870667868
1029	0.1869857266
1030	0.1868839879
1031	0.1868601806
1032	0.186834424
1033	0.1868187695
1034	0.1867934732
1035	0.1866650082
1036	0.1866266318
1037	0.1865789275
1038	0.1865327486
1039	0.1864497237
1040	0.1863853165
1041	0.1863464051
1042	0.1862963615
1043	0.1862487289
1044	0.186207817
1045	0.1861653008
1046	0.1861217088
1047	0.1860533823
1048	0.1860167325
1049	0.1859897676
1050	0.1859148805
1051	0.1858659714
1052	0.1857230569
1053	0.1856812631
1054	0.1856568495
1055	0.1855622934
1056	0.1855217399
1057	0.1854302078
1058	0.1853779151
1059	0.1853193982
1060	0.1852896651
1061	0.1852099112
1062	0.1851422308
1063	0.1850704172
1064	0.1850222714
1065	0.1849800983
1066	0.1849294672
1067	0.1848875422
1068	0.184792468
1069	0.1847447156
1070	0.1846743305
1071	0.1846412955
1072	0.1845517689
1073	0.1844643072
1074	0.1844210462
1075	0.1843466076
1076	0.184313962
1077	0.1842536008
1078	0.1842008191
1079	0.1841567544
1080	0.1840736673
1081	0.184008632
1082	0.1839337176
1083	0.1838653825
1084	0.183814871
1085	0.1837721376
1086	0.1837575583
1087	0.183714525
1088	0.1836800354
1089	0.1836371968
1090	0.1835983794
1091	0.1835380751
1092	0.1834698876
1093	0.1834294839
1094	0.1834051997
1095	0.1833976499
1096	0.1833431784
1097	0.1832687179
1098	0.1832037748
1099	0.1831607193
1100	0.1831191885
1101	0.18307433
1102	0.1830473409
1103	0.1830221911
1104	0.1829658207
1105	0.1829217581
1106	0.1828549083
1107	0.1828170828
1108	0.1827606728
1109	0.1827501458
1110	0.1827192822
1111	0.1827010965
1112	0.1826345372
1113	0.1826214208
1114	0.1825839934
1115	0.1825394984
1116	0.1824846117
1117	0.1824713897
1118	0.1824357572
1119	0.1823773244
1120	0.1823137752
1121	0.1822918961
1122	0.1822487157
1123	0.1822030436
1124	0.182165285
1125	0.1821142894
1126	0.1820786716
1127	0.1820497051
1128	0.1820148088
1129	0.1819897896
1130	0.1819520976
1131	0.1818647232
1132	0.1817730001
1133	0.1817503457
1134	0.1816867322
1135	0.1816542392
1136	0.1815954158
1137	0.1815904199
1138	0.1815631095
1139	0.1815275868
1140	0.1814981907
1141	0.1814207476
1142	0.1813907406
1143	0.1813858813
1144	0.1813403582
1145	0.181285857
1146	0.1812629927
1147	0.1812291158
1148	0.181202474
1149	0.1811456361
1150	0.1811184165
1151	0.1811017127
1152	0.18107034
1153	0.1810045606
1154	0.180967227
1155	0.1809593379
1156	0.1809128386
1157	0.180818992
1158	0.1807580022
1159	0.1807143686
1160	0.180690512
1161	0.1806701442
1162	0.1806220921
1163	0.1805950335
1164	0.1805144171
1165	0.1804329293
1166	0.1804111433
1167	0.1803641932
1168	0.1803581663
1169	0.1803192694
1170	0.1802350064
1171	0.1802091454
1172	0.1801365238
1173	0.1801098835
1174	0.1800558958
1175	0.1800270905
1176	0.1799934435
1177	0.1799763535
1178	0.1799394243
1179	0.1799167382
1180	0.1798704324
1181	0.1798144066
1182	0.1797855915
1183	0.1797524419
1184	0.1797279476
1185	0.1797068765
1186	0.1796863851
1187	0.1795720082
1188	0.1795422359
1189	0.1795044503
1190	0.1794190574
1191	0.1793681562
1192	0.1793050303
1193	0.1792294086
1194	0.1792134502
1195	0.1791614709
1196	0.1791279467
1197	0.1790862423
1198	0.1790209746
1199	0.1789937197
1200	0.1789366109
1201	0.1789044797
1202	0.1788479828
1203	0.1788183238
1204	0.1787585027
1205	0.1786956906
1206	0.1786133557
1207	0.1785679847
1208	0.178533491
1209	0.178469533
1210	0.1784427298
1211	0.1784142357
1212	0.1783858259
1213	0.1783683949
1214	0.1783544356
1215	0.1783346849
1216	0.1783017436
1217	0.1782551487
1218	0.1782247949
1219	0.1781766972
1220	0.1781658637
1221	0.1781314955
1222	0.178022409
1223	0.1779574804
1224	0.1779266157
1225	0.1779089889
1226	0.1778818956
1227	0.1778376625
1228	0.1778144856
1229	0.1777891411
1230	0.1777615716
1231	0.177705767
1232	0.1776735615
1233	0.1776331804
1234	0.1775836877
1235	0.1775401285
1236	0.1775102854
1237	0.1774663148
1238	0.1774444699
1239	0.1774076544
1240	0.1773776382
1241	0.1773147712
1242	0.1772574816
1243	0.1772210055
1244	0.1771971064
1245	0.1771523093
1246	0.1771287731
1247	0.1770935224
1248	0.1770429282
1249	0.1770231012
1250	0.1769605475
1251	0.1769314474
1252	0.1768427974
1253	0.1768072854
1254	0.1767673247
1255	0.1767367978
1256	0.176679531
1257	0.1766679018
1258	0.1766584274
1259	0.1765835636
1260	0.1765491294
1261	0.1765131811
1262	0.1764675135
1263	0.1764314127
1264	0.1764147613
1265	0.1763303168
1266	0.1762854082
1267	0.1762463133
1268	0.1762380088
1269	0.1761853168
1270	0.1761505771
1271	0.1760783852
1272	0.1760574015
1273	0.1759991824
1274	0.1759599203
1275	0.1759311697
1276	0.1758870638
1277	0.1758150598
1278	0.1757831513
1279	0.1757650135
1280	0.175728651
1281	0.1756918372
1282	0.1756202212
1283	0.1755649776
1284	0.1755036548
1285	0.175435424
1286	0.1754119307
1287	0.1753753081
1288	0.1753412881
1289	0.1752929724
1290	0.1752560062
1291	0.1752531446
1292	0.1752225549
1293	0.175174253
1294	0.1751231095
1295	0.175085378
1296	0.175067469
1297	0.1750334493
1298	0.1749824972
1299	0.1749721355
1300	0.174945802
1301	0.1749080485
1302	0.1748804774
1303	0.1748405548
1304	0.1747828739
1305	0.1747709643
1306	0.1747316697
1307	0.1746769671
1308	0.1746447411
1309	0.1745946122
1310	0.17456557
1311	0.1744900533
1312	0.1744354679
1313	0.1743951046
1314	0.1743299638
1315	0.1743064406
1316	0.1742498039
1317	0.1742174684
1318	0.1741643149
1319	0.1741361045
1320	0.1740817727
1321	0.1740613661
1322	0.1740201376
1323	0.173976425
1324	0.1739479283
1325	0.1739151173
1326	0.1738937866
1327	0.1738787236
1328	0.1738259185
1329	0.1737787563
1330	0.1737372362
1331	0.1736534853
1332	0.1735903852
1333	0.1735455638
1334	0.1735044596
1335	0.1734574481
1336	0.1734568516
1337	0.1734228742
1338	0.1733781688
1339	0.1733493445
1340	0.1733119225
1341	0.1732765075
1342	0.1732386137
1343	0.1732029519
1344	0.1731505654
1345	0.1731209482
1346	0.1730464918
1347	0.1730199472
1348	0.172989013
1349	0.1729698222
1350	0.1729280736
1351	0.1729111836
1352	0.1729036916
1353	0.1728706025
1354	0.1728384496
1355	0.1728021262
1356	0.1727649531
1357	0.1726914382
1358	0.1726228286
1359	0.172575742
1360	0.1725194989
1361	0.172485315
1362	0.1723971958
1363	0.1723661349
1364	0.1723273838
1365	0.1722899223
1366	0.1722474285
1367	0.1721491806
1368	0.1721329564
1369	0.1721250227
1370	0.1721120892
1371	0.1721013646
1372	0.1720749072
1373	0.1720066097
1374	0.1719858522
1375	0.1719142453
1376	0.1719039833
1377	0.1718522329
1378	0.1718170122
1379	0.1718044413
1380	0.1717415288
1381	0.1717172349
1382	0.1716735984
1383	0.1716495855
1384	0.1716377458
1385	0.1716123814
1386	0.1715627157
1387	0.1715498352
1388	0.1715306649
1389	0.1714965116
1390	0.1714583518
1391	0.1714485306
1392	0.171425346
1393	0.1713700681
1394	0.1713374403
1395	0.1712824861
1396	0.1712358568
1397	0.1711612716
1398	0.1711093585
1399	0.1710898946
1400	0.171051664
1401	0.1710139107
1402	0.1709616275
1403	0.1708903448
1404	0.1708835648
1405	0.1708740721
1406	0.1708674399
1407	0.1708308964
1408	0.1708212054
1409	0.170778227
1410	0.1707672943
1411	0.170743344
1412	0.1707028483
1413	0.1706903331
1414	0.1706382675
1415	0.1705419758
1416	0.1705164311
