kms,vehicle_age,kms_per_year,horsepower_mid,engine_cc_mid,doors,cylinders,seating_capacity,brand,model,trim,fuel_type,body_type,steering_side,regional_specs,age_bucket,log_price
13597,2,6798.5,149.5,2249.5,4 door,4,5 Seater,Toyota,Rav 4,EXR,Petrol,Crossover,Left Hand,GCC Specs,2-3,11.588969419043874
78000,9,8666.666666666666,149.5,1249.5,4 door,3,5 Seater,BMW,3-Series,318i,Petrol,Sedan,Left Hand,GCC Specs,7-10,10.463131911491969
0,0,0.0,449.5,3749.5,4 door,6,8 Seater,Nissan,Patrol,LE Platinum City,Petrol,SUV,Left Hand,GCC Specs,0-1,12.771389295485289
13611,5,2722.2,549.5,3749.5,4 door,8,5 Seater,Aston Martin,DBX,550,Petrol,SUV,Left Hand,GCC Specs,4-6,13.303018546545276
36613,1,36613.0,149.5,1749.5,4 door,4,5 Seater,Hyundai,Creta,Smart,Petrol,SUV,Left Hand,GCC Specs,0-1,11.03003920989348
0,1,0.0,249.5,4000.0,4 door,6,7 Seater,Toyota,Land Cruiser,EXR,Petrol,SUV,Left Hand,GCC Specs,0-1,12.319405795112926
36000,3,12000.0,549.5,4000.0,5+ doors,8,7 Seater,Cadillac,Escalade,Sport,Petrol,SUV,Left Hand,GCC Specs,2-3,12.762830066509972
320000,14,22857.14285714286,249.5,1249.5,4 door,4,5 Seater,Audi,A4,S-line,Petrol,Sedan,Left Hand,American Specs,10+,9.741027444837728
19144,2,9572.0,249.5,2249.5,5+ doors,4,7 Seater,MG,RX8,Black Edition,Petrol,SUV,Left Hand,GCC Specs,2-3,11.383966460172834
410000,12,34166.666666666664,249.5,1749.5,4 door,4,5 Seater,Toyota,Camry,Other,Petrol,Sedan,Left Hand,Other,10+,9.680406499268877
20438,2,10219.0,449.5,2749.5,4 door,6,5 Seater,Porsche,Taycan,Standard,Electric,Sedan,Left Hand,GCC Specs,2-3,12.751012698311856
300000,10,30000.0,249.5,2249.5,4 door,4,5 Seater,Nissan,Altima,Other,Petrol,Sedan,Left Hand,GCC Specs,7-10,9.852246888342531
187712,14,13408.0,249.5,3249.5,4 door,6,5 Seater,Jeep,Grand Cherokee,Limited,Petrol,SUV,Left Hand,GCC Specs,10+,9.952325334619427
0,1,0.0,249.5,,4 door,4,5 Seater,Haval,H6,Other,Petrol,Crossover,Left Hand,GCC Specs,0-1,11.179785669593665
50200,10,5020.0,549.5,4000.0,2 door,8,4 Seater,Ford,Mustang,Shelby GT350,Petrol,Coupe,Left Hand,GCC Specs,7-10,12.095146671399466
13000,4,3250.0,249.5,2249.5,4 door,4,5 Seater,Infiniti,QX50,Luxury,Petrol,SUV,Left Hand,GCC Specs,4-6,11.556942350387002
80000,18,4444.444444444444,449.5,2749.5,4 door,6,5 Seater,Mercedes-Benz,E-Class,E 350,Petrol,Sedan,Left Hand,Japanese Specs,10+,10.404293143019792
112000,7,16000.0,249.5,3749.5,5+ doors,6,7 Seater,Mitsubishi,Pajero,GLS,Petrol,SUV,Left Hand,GCC Specs,7-10,11.034905792929417
91490,4,22872.5,349.5,3749.5,5+ doors,6,7 Seater,Toyota,Fortuner,GXR,Petrol,SUV,Left Hand,GCC Specs,4-6,11.48246625748552
71600,49,1461.2244897959183,249.5,2749.5,2 door,8,4 Seater,Ferrari,308,Other,Petrol,Coupe,Right Hand,European Specs,10+,12.765691290604371
138469,20,6923.45,349.5,3249.5,4 door,6,5 Seater,Lexus,GS-Series,Other,Petrol,Sedan,Left Hand,American Specs,10+,9.472781556562168
242000,11,22000.0,349.5,4000.0,4 door,8,7 Seater,GMC,Yukon,SLT,Petrol,SUV,Left Hand,GCC Specs,10+,11.407576060361786
54000,3,18000.0,149.5,1749.5,5+ doors,4,5 Seater,JAC,J7,Luxury,Petrol,Sedan,Left Hand,GCC Specs,2-3,10.404293143019792
27000,4,6750.0,249.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,A-Class,A 220,Petrol,Sedan,Left Hand,Other,4-6,11.38510345703214
127558,10,12755.8,149.5,2749.5,5+ doors,4,5 Seater,Ford,Escape,S,Petrol,SUV,Left Hand,GCC Specs,7-10,9.994287576862568
72000,6,12000.0,349.5,3249.5,4 door,Unknown,5 Seater,Audi,Q8,55 TFSI quattro,Petrol,SUV,Left Hand,GCC Specs,4-6,12.0435537160324
193630,7,27661.42857142857,149.5,3249.5,4 door,6,5 Seater,Chevrolet,Impala,Other,Petrol,Sedan,Left Hand,GCC Specs,7-10,10.434145214930489
0,2,0.0,249.5,2749.5,4 door,4,8+ Seater,Toyota,Hiace,DLX,Petrol,Van,Left Hand,Other,2-3,11.49273296168228
128000,10,12800.0,,2249.5,4 door,4,5 Seater,Kia,Sportage,LX,Petrol,SUV,Left Hand,GCC Specs,7-10,10.184937747111393
14000,7,2000.0,549.5,3749.5,2 door,8,2 Seater,Ferrari,Portofino,Standard,Petrol,Hard Top Convertible,Left Hand,Japanese Specs,7-10,13.269059483669356
147000,7,21000.0,349.5,3249.5,2 door,6,4 Seater,Jeep,Wrangler,Sahara,Petrol,Soft Top Convertible,Left Hand,GCC Specs,7-10,11.127277689932466
13000,2,6500.0,249.5,2749.5,4 door,4,6 Seater,Hyundai,Santa Fe,Calligraphy,Hybrid,SUV,Left Hand,Korean Specs,2-3,11.502885230075814
0,0,0.0,249.5,1749.5,4 door,4,5 Seater,Mercedes-Benz,C-Class,C200,Petrol,Sedan,Left Hand,GCC Specs,0-1,12.250094315624496
87000,6,14500.0,49.5,1749.5,4 door,4,5 Seater,Nissan,Micra,S,Petrol,Hatchback,Left Hand,GCC Specs,4-6,9.798182590890704
92000,10,9200.0,149.5,1749.5,4 door,4,5 Seater,Nissan,Juke,SL,Petrol,SUV,Left Hand,GCC Specs,7-10,10.085850775128716
0,1,0.0,249.5,2249.5,4 door,4,5 Seater,Toyota,Rav 4,Adventure,Petrol,Hatchback,Left Hand,GCC Specs,0-1,11.976665770490769
170125,9,18902.777777777777,149.5,2249.5,4 door,4,5 Seater,Nissan,Altima,S,Petrol,Sedan,Left Hand,American Specs,7-10,9.825580063659602
155000,11,14090.90909090909,649.5,4000.0,4 door,8,7 Seater,Nissan,Armada,LE,Petrol,SUV,Left Hand,GCC Specs,10+,10.545367754151744
289681,15,19312.066666666666,349.5,249.5,4 door,6,5 Seater,Mercedes-Benz,C-Class,C300,Petrol,Sedan,Left Hand,American Specs,10+,9.546884034617923
66000,1,66000.0,149.5,1749.5,5+ doors,4,5 Seater,MG,RX5,Luxury,Petrol,Crossover,Left Hand,GCC Specs,0-1,11.082157933374816
24409,3,8136.333333333333,649.5,4000.0,5+ doors,8,5 Seater,BMW,XM,XM,Hybrid,SUV,Left Hand,GCC Specs,2-3,12.971542813248435
779,1,779.0,249.5,1249.5,4 door,4,5 Seater,BYD,Destroyer 05,55 Premium Edition,Hybrid,Sedan,Left Hand,Chinese Specs,0-1,11.050905878263569
128000,13,9846.153846153846,249.5,2249.5,4 door,4,5 Seater,Honda,Accord,EX PLUS,Petrol,Sedan,Left Hand,GCC Specs,10+,9.998797732340453
102000,4,25500.0,249.5,2249.5,4 door,4,7 Seater,Nissan,Xterra,SE,Petrol,SUV,Left Hand,GCC Specs,4-6,11.149096419938578
73000,4,18250.0,149.5,1249.5,4 door,4,5 Seater,Volkswagen,Tiguan,Elegance,Petrol,SUV,Left Hand,GCC Specs,4-6,11.461632170582678
200000,13,15384.615384615385,249.5,1749.5,4 door,4,5 Seater,Audi,A6,Other,Petrol,Sedan,Left Hand,GCC Specs,10+,10.203629181337648
169000,7,24142.85714285714,249.5,2249.5,5+ doors,4,5 Seater,Honda,CR-V,LX,Petrol,SUV,Left Hand,GCC Specs,7-10,10.97679912709094
182500,13,14038.46153846154,249.5,1749.5,4 door,6,7 Seater,Kia,Carnival,Other,Petrol,SUV,Left Hand,GCC Specs,10+,9.61587214452889
166000,8,20750.0,149.5,2249.5,5+ doors,4,4 Seater,Kia,Forte,EX,Petrol,Sedan,Left Hand,Canadian Specs,7-10,9.741027444837728
0,0,0.0,249.5,3249.5,4 door,6,7 Seater,Toyota,Land Cruiser,VXR 3.5L,Petrol,SUV,Left Hand,GCC Specs,0-1,12.821260987319455
104914,4,26228.5,249.5,2249.5,5+ doors,4,5 Seater,Infiniti,QX55,Sensory,Petrol,SUV,Left Hand,GCC Specs,4-6,11.703554089007538
62000,3,20666.666666666668,249.5,2249.5,4 door,4,5 Seater,Volkswagen,Golf,GTI P1,Petrol,Hatchback,Left Hand,GCC Specs,2-3,11.429554725537322
83000,4,20750.0,449.5,4000.0,5+ doors,8,7 Seater,Nissan,Patrol,LE Platinum,Petrol,SUV,Left Hand,GCC Specs,4-6,12.314931534737134
150000,9,16666.666666666668,149.5,1749.5,4 door,4,5 Seater,Kia,K3,Other,Petrol,Sedan,Left Hand,Korean Specs,7-10,10.203629181337648
4000,2,2000.0,749.5,4000.0,4 door,8,5 Seater,Mercedes-Benz,S-Class,S 63 AMG,Hybrid,Sedan,Left Hand,Japanese Specs,2-3,13.652992804936396
115000,10,11500.0,449.5,4000.0,2 door,8,4 Seater,Mercedes-Benz,S-Class,S 500,Petrol,Coupe,Left Hand,European Specs,7-10,11.736077016252436
140000,16,8750.0,249.5,2749.5,4 door,4,7 Seater,Toyota,Prado,Tx-l TOP,Petrol,SUV,Left Hand,GCC Specs,10+,10.809748150372926
0,2,0.0,249.5,2249.5,4 door,4,7 Seater,Toyota,Highlander,Other,Hybrid,SUV,Left Hand,GCC Specs,2-3,11.81303746480054
97254,7,13893.42857142857,149.5,2249.5,4 door,4,5 Seater,Lexus,NX-Series,NX 300,Petrol,SUV,Left Hand,GCC Specs,7-10,11.270866642542863
0,1,0.0,449.5,4000.0,3 door,6,2 Seater,Toyota,Land Cruiser 70,Other,Petrol,SUV,Left Hand,GCC Specs,0-1,11.982935344196433
197000,10,19700.0,249.5,2749.5,4 door,6,5 Seater,Audi,A7,S-line,Petrol,Sedan,Left Hand,GCC Specs,7-10,10.5713425658087
400000,6,66666.66666666667,149.5,1749.5,4 door,4,5 Seater,Toyota,Corolla,LE,Hybrid,Sedan,Left Hand,GCC Specs,4-6,10.221977646629885
160000,13,12307.692307692309,449.5,4000.0,5+ doors,8,5 Seater,Jeep,Grand Cherokee,SRT,Petrol,SUV,Left Hand,GCC Specs,10+,10.799595985047786
300000,22,13636.363636363636,249.5,2249.5,4 door,4,5 Seater,Honda,Accord,2.4VTi-L,Petrol,Sedan,Left Hand,American Specs,10+,8.922791623969637
229000,16,14312.5,249.5,3249.5,4 door,6,5 Seater,Lexus,ES-Series,Platinum,Petrol,Sedan,Left Hand,GCC Specs,10+,10.221977646629885
83000,5,16600.0,249.5,3249.5,4 door,6,5 Seater,Jeep,Grand Cherokee,Limited,Petrol,SUV,Left Hand,American Specs,4-6,10.839600519357369
180000,12,15000.0,349.5,4000.0,5+ doors,8,5 Seater,Land Rover,Range Rover,Vogue HSE,Petrol,Coupe,Left Hand,American Specs,10+,10.985309671896765
26000,5,5200.0,549.5,4000.0,4 door,8,5 Seater,Aston Martin,DBX,550,Petrol,SUV,Left Hand,GCC Specs,4-6,13.120363378739665
310000,16,19375.0,149.5,3749.5,5+ doors,6,7 Seater,Mitsubishi,Pajero,Rockford,Petrol,SUV,Left Hand,GCC Specs,10+,9.770013301136158
18200,5,3640.0,649.5,3749.5,2 door,6,4 Seater,Porsche,Carrera / 911,Turbo S,Petrol,Coupe,Left Hand,European Specs,4-6,13.539758373899955
61000,3,20333.33333333333,149.5,2249.5,4 door,4,5 Seater,Nissan,Altima,SV,Petrol,Sedan,Left Hand,GCC Specs,2-3,11.225256725762891
95000,8,11875.0,149.5,1249.5,4 door,Unknown,5 Seater,Suzuki,Swift,Other,Petrol,Hatchback,Left Hand,GCC Specs,7-10,9.798182590890704
0,2,0.0,249.5,2249.5,4 door,4,5 Seater,Nissan,Kicks,S,Petrol,Hatchback,Left Hand,GCC Specs,2-3,10.915106645867503
0,1,0.0,549.5,4000.0,4 door,8,5 Seater,BMW,X6,4.4T M XDrive Competition,Petrol,SUV,Left Hand,European Specs,0-1,12.873904582205109
83000,3,27666.666666666668,149.5,1749.5,4 door,4,5 Seater,Nissan,Sunny,S,Petrol,Sedan,Left Hand,GCC Specs,2-3,10.239995502805316
89000,4,22250.0,149.5,1749.5,4 door,4,5 Seater,Hyundai,Accent,GLS,Petrol,Sedan,Left Hand,GCC Specs,4-6,10.5713425658087
188000,6,31333.33333333333,249.5,2249.5,5+ doors,4,5 Seater,MG,MG6,Comfort,Petrol,Sedan,Left Hand,GCC Specs,4-6,10.106469212026385
59000,3,19666.666666666668,149.5,1249.5,4 door,4,5 Seater,Honda,Civic,Touring,Petrol,Hatchback,Left Hand,American Specs,2-3,11.19135563385109
201265,9,22362.777777777777,249.5,3749.5,5+ doors,6,5 Seater,Ford,Edge,Titanium,Petrol,SUV,Left Hand,GCC Specs,7-10,10.714439990727769
156000,12,13000.0,249.5,2249.5,4 door,6,5 Seater,Lexus,IS-Series,IS 250 Premier,Petrol,Sedan,Left Hand,Canadian Specs,10+,10.184937747111393
170000,19,8947.368421052632,449.5,4000.0,4 door,8,5 Seater,Mercedes-Benz,S-Class,S 500,Petrol,Sedan,Left Hand,Japanese Specs,10+,10.043292972227004
80000,4,20000.0,149.5,2249.5,4 door,4,5 Seater,GAC,GA8,GL,Petrol,Sedan,Left Hand,GCC Specs,4-6,10.491301994830229
13,0,0.0,149.5,2249.5,4 door,4,5 Seater,Nissan,X-Trail,S,Petrol,SUV,Left Hand,GCC Specs,0-1,11.37366339763672
53541,3,17847.0,149.5,1749.5,4 door,4,5 Seater,Toyota,Yaris,G,Petrol,Sedan,Left Hand,GCC Specs,2-3,10.915088464214609
50,1,50.0,749.5,4000.0,2 door,8,4 Seater,Bentley,Continental,First Edition,Petrol,Soft Top Convertible,Left Hand,European Specs,0-1,14.144095341678629
0,1,0.0,449.5,4000.0,5+ doors,6,7 Seater,Toyota,Land Cruiser,GXR,Diesel,SUV,Left Hand,GCC Specs,0-1,12.560247968016562
101500,7,14500.0,349.5,3249.5,2 door,6,5 Seater,Audi,Q8,55 TFSI quattro,Petrol,SUV,Left Hand,GCC Specs,7-10,11.917730355182512
134000,6,22333.33333333333,149.5,1749.5,4 door,4,5 Seater,Toyota,Corolla,XLI,Petrol,Sedan,Left Hand,GCC Specs,4-6,10.66897865021924
155000,5,31000.0,149.5,1249.5,4 door,3,5 Seater,Mitsubishi,Attrage,GLS,Petrol,Sedan,Left Hand,GCC Specs,4-6,9.87822102528824
24000,2,12000.0,249.5,2249.5,5+ doors,4,7 Seater,Mercedes-Benz,GLB,GLB 250 4MATIC,Petrol,SUV,Left Hand,GCC Specs,2-3,12.122696471358964
189000,5,37800.0,449.5,3749.5,4 door,6,8 Seater,Lincoln,Navigator,Reserve AWD,Petrol,SUV,Left Hand,GCC Specs,4-6,11.728044909070784
33000,4,8250.0,249.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,GLE-Class,GLE 350,Petrol,SUV,Left Hand,American Specs,4-6,11.976665770490769
87810,24,3658.75,149.5,2249.5,4 door,6,5 Seater,Mercedes-Benz,E-Class,E 240,Petrol,Sedan,Left Hand,Japanese Specs,10+,9.648659816955297
44000,7,6285.714285714285,249.5,1749.5,4 door,4,5 Seater,Hyundai,Tucson,GLS,Petrol,Hatchback,Left Hand,GCC Specs,7-10,11.082157933374816
151245,12,12603.75,249.5,3749.5,5+ doors,6,5 Seater,Volkswagen,Touareg,SEL,Petrol,SUV,Left Hand,GCC Specs,10+,10.203629181337648
165130,10,16513.0,549.5,4000.0,2 door,8,5 Seater,Mercedes-Benz,S-Class,S 63 AMG,Petrol,Sedan,Left Hand,European Specs,7-10,12.037659911047468
18000,3,6000.0,449.5,3249.5,4 door,6,5 Seater,Ford,Bronco,Raptor,Petrol,SUV,Left Hand,GCC Specs,2-3,12.706820660343483
141000,9,15666.666666666666,249.5,3749.5,4 door,6,5 Seater,Jeep,Grand Cherokee,Limited,Petrol,SUV,Left Hand,GCC Specs,7-10,10.799595985047786
11500,2,5750.0,449.5,1749.5,4 door,6,5 Seater,Land Rover,Defender,110 HSE (P400),Petrol,SUV,Left Hand,Other,2-3,12.498745990829317
226000,13,17384.615384615383,149.5,1749.5,4 door,4,5 Seater,Toyota,Corolla,XLI,Petrol,Sedan,Left Hand,GCC Specs,10+,10.12667110305036
0,0,0.0,449.5,3749.5,4 door,6,7 Seater,Toyota,Land Cruiser,GXR TOP,Petrol,SUV,Left Hand,GCC Specs,0-1,12.660331092405906
43545,2,21772.5,349.5,3249.5,2 door,6,4 Seater,Porsche,Carrera / 911,Carrera,Petrol,Coupe,Left Hand,GCC Specs,2-3,13.179680889698558
274882,13,21144.76923076923,149.5,2249.5,4 door,4,5 Seater,BMW,5-Series,520i,Petrol,Sedan,Left Hand,GCC Specs,10+,10.491301994830229
30299,6,5049.833333333333,749.5,4000.0,5+ doors,8,5 Seater,Dodge,Charger,SRT8 Hellcat,Petrol,Sedan,Left Hand,GCC Specs,4-6,12.25486757159303
160200,11,14563.636363636364,149.5,1749.5,4 door,4,4 Seater,Nissan,Sentra,SV,Petrol,Sedan,Left Hand,GCC Specs,10+,9.741027444837728
17117,2,8558.5,,1749.5,4 door,3,5 Seater,MINI,Cooper,Baker Street Edition,Petrol,Hatchback,Left Hand,GCC Specs,2-3,11.36199791859654
119000,12,9916.666666666666,349.5,3749.5,4 door,6,5 Seater,Infiniti,QX70,Luxury,Petrol,SUV,Left Hand,GCC Specs,10+,10.292179440058462
30000,2,15000.0,449.5,3249.5,5+ doors,6,5 Seater,Ford,Bronco,Raptor,Petrol,SUV,Left Hand,GCC Specs,2-3,12.73080413304066
93000,12,7750.0,549.5,,4 door,8,5 Seater,BMW,6-Series,650i Gran Coupe xDrive Excellence,Petrol,Sedan,Left Hand,GCC Specs,10+,11.141876276228
109195,7,15599.285714285714,149.5,1749.5,4 door,4,5 Seater,Nissan,Sentra,SV,Petrol,Sedan,Left Hand,American Specs,7-10,9.615805480084347
0,1,0.0,249.5,3249.5,4 door,6,5 Seater,Mercedes-Benz,GLE Coupe,GLE 450,Petrol,Coupe,Left Hand,GCC Specs,0-1,12.84529412258351
30854,3,10284.666666666666,449.5,3749.5,5+ doors,6,8 Seater,Lincoln,Navigator,Reserve AWD,Petrol,SUV,Left Hand,GCC Specs,2-3,12.502470376049184
83,1,83.0,,4000.0,2 door,12,2 Seater,Lamborghini,Revuelto,Other,Petrol,Sports Car,Left Hand,GCC Specs,0-1,14.805052123325163
74000,8,9250.0,249.5,2249.5,4 door,4,5 Seater,Audi,Q5,45 TFSI quattro Sport S tronic,Petrol,SUV,Left Hand,GCC Specs,7-10,11.289794413577894
122000,14,8714.285714285714,249.5,,5+ doors,4,5 Seater,Mitsubishi,Galant,Other,Petrol,Sedan,Left Hand,Other,10+,9.35018926709258
800,3,266.6666666666667,549.5,4000.0,4 door,8,5 Seater,Mercedes-Benz,G-Class,G 63 AMG,Petrol,SUV,Left Hand,European Specs,2-3,14.037854589747909
213,12,17.75,549.5,4000.0,4 door,8,5 Seater,Mercedes-Benz,G-Class,Other,Petrol,Pick Up Truck,Left Hand,GCC Specs,10+,15.053885078862573
127000,8,15875.0,149.5,1749.5,4 door,4,5 Seater,Nissan,Kicks,Other,Petrol,SUV,Left Hand,GCC Specs,7-10,10.12667110305036
157000,7,22428.571428571428,349.5,3749.5,5+ doors,6,5 Seater,Infiniti,QX70,Excellence,Petrol,SUV,Left Hand,GCC Specs,7-10,10.757924157061597
2093,2,1046.5,849.5,2749.5,2 door,6,2 Seater,Ferrari,296 GTB,Other,Petrol,Sports Car,Left Hand,European Specs,2-3,14.151268968443643
0,1,0.0,249.5,1249.5,4 door,4,5 Seater,BYD,Song Plus,DM-i,Hybrid,Crossover,Left Hand,Chinese Specs,0-1,11.211833885608511
138000,10,13800.0,249.5,2249.5,4 door,4,5 Seater,BMW,4-Series,430i,Petrol,Sedan,Left Hand,GCC Specs,7-10,10.799595985047786
125000,8,15625.0,149.5,2249.5,4 door,4,5 Seater,Kia,Optima,Other,Petrol,Sedan,Left Hand,American Specs,7-10,9.90353755128617
52700,2,26350.0,249.5,1749.5,4 door,4,5 Seater,Audi,Q5,45 TFSI quattro S line,Petrol,SUV,Left Hand,GCC Specs,2-3,12.180754837545884
92759,4,23189.75,349.5,2749.5,5+ doors,6,7 Seater,Audi,Q7,55 TFSI quattro S line,Petrol,SUV,Left Hand,GCC Specs,4-6,12.043265439190504
400000,19,21052.63157894737,349.5,3249.5,4 door,6,5 Seater,Infiniti,G35,Other,Petrol,Sedan,Left Hand,GCC Specs,10+,9.305741456739437
1905,5,381.0,,4000.0,2 door,8,2 Seater,Ferrari,SF90 Spider,Other,Hybrid,Hard Top Convertible,Left Hand,European Specs,4-6,14.403295000641702
140000,7,20000.0,149.5,1749.5,4 door,4,5 Seater,Chevrolet,Equinox,LT,Petrol,SUV,Left Hand,GCC Specs,7-10,10.460270761075147
199000,9,22111.11111111111,249.5,1749.5,4 door,4,5 Seater,Mercedes-Benz,E-Class,E 300,Petrol,Sedan,Left Hand,GCC Specs,7-10,11.264476926102368
39434,3,13144.666666666666,549.5,4000.0,5+ doors,8,5 Seater,Land Rover,Range Rover,Vogue HSE,Petrol,SUV,Left Hand,GCC Specs,2-3,13.202100192143543
161173,9,17908.11111111111,349.5,3249.5,5+ doors,6,5 Seater,Jaguar,F-Pace,R-Sport,Petrol,SUV,Left Hand,GCC Specs,7-10,10.859018228147889
303000,37,8189.189189189189,249.5,3249.5,4 door,6,5 Seater,Mercedes-Benz,300/350/380,Other,Petrol,Sedan,Left Hand,Canadian Specs,10+,10.463131911491969
31000,6,5166.666666666667,649.5,4000.0,2 door,12,4 Seater,Rolls-Royce,Wraith,Standard,Petrol,Coupe,Left Hand,Other,4-6,13.68198030819624
99210,6,16535.0,149.5,1249.5,4 door,3,5 Seater,Ford,Escort,Trend,Petrol,Sedan,Left Hand,GCC Specs,4-6,10.083765355620846
35000,3,11666.666666666666,549.5,3749.5,4 door,8,5 Seater,Land Rover,Defender,110 P525,Petrol,SUV,Left Hand,European Specs,2-3,12.608202196848836
63000,3,21000.0,149.5,1749.5,4 door,4,5 Seater,Kia,Seltos,EX,Petrol,SUV,Left Hand,GCC Specs,2-3,11.264476926102368
0,1,0.0,449.5,4000.0,4 door,8,5 Seater,Chevrolet,Silverado,Other,Petrol,Pick Up Truck,Left Hand,GCC Specs,0-1,12.650761671914688
86324,8,10790.5,449.5,4000.0,5+ doors,8,5 Seater,BMW,X6,Xdrive50i,Petrol,SUV,Left Hand,GCC Specs,7-10,11.58525542883217
0,2,0.0,149.5,1249.5,4 door,4,5 Seater,MG,One,DELUXE,Petrol,SUV,Left Hand,Other,2-3,10.92415631759022
59200,6,9866.666666666666,449.5,3749.5,4 door,6,5 Seater,Ford,F-Series Pickup,Raptor,Petrol,Pick Up Truck,Left Hand,GCC Specs,4-6,12.100717685412471
62400,5,12480.0,449.5,4000.0,4 door,8,5 Seater,Mercedes-Benz,S-Class,S 580 4Matic,Petrol,Sedan,Left Hand,American Specs,4-6,12.487488878546143
36000,10,3600.0,549.5,4000.0,4 door,8,5 Seater,Mercedes-Benz,C-Class,C63 S AMG,Petrol,Sedan,Left Hand,Japanese Specs,7-10,12.04355959836804
0,2,0.0,749.5,4000.0,5+ doors,12,4 Seater,Ferrari,Purosangue,Design Pack,Petrol,SUV,Left Hand,European Specs,2-3,15.1764873675101
67363,4,16840.75,249.5,3749.5,5+ doors,6,7 Seater,Volkswagen,Teramont,Trendline,Petrol,SUV,Left Hand,GCC Specs,4-6,11.40646434386837
110000,23,4782.608695652174,149.5,2249.5,4 door,4,5 Seater,Nissan,X-Trail,Other,Petrol,SUV,Left Hand,Other,10+,8.987321812850125
0,2,0.0,249.5,2749.5,4 door,4,7 Seater,Hyundai,Santa Fe,Calligraphy,Petrol,SUV,Left Hand,GCC Specs,2-3,11.81303746480054
70000,32,2187.5,249.5,3249.5,4 door,6,5 Seater,Mercedes-Benz,S-Class,S 320,Petrol,Sedan,Left Hand,Japanese Specs,10+,10.799595985047786
66898,4,16724.5,349.5,3249.5,5+ doors,6,5 Seater,Audi,Q8,55 TFSI quattro S line,Petrol,SUV,Left Hand,GCC Specs,4-6,12.3879816172226
230000,12,19166.666666666668,249.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,GLK-Class,GLK 250 4MATIC,Petrol,SUV,Left Hand,GCC Specs,10+,10.308985993422082
123229,5,24645.8,449.5,4000.0,5+ doors,8,8 Seater,Nissan,Patrol,LE,Petrol,SUV,Left Hand,GCC Specs,4-6,12.010671928196444
9000,1,9000.0,249.5,1749.5,4 door,4,5 Seater,Lexus,NX-Series,Other,Petrol,SUV,Left Hand,American Specs,0-1,11.608235644774552
174000,17,10235.29411764706,349.5,3749.5,4 door,6,4 Seater,Porsche,Carrera / 911,Carrera S,Petrol,Coupe,Left Hand,GCC Specs,10+,11.91170829631447
4900,3,1633.3333333333333,749.5,4000.0,4 door,12,4 Seater,Ferrari,Purosangue,Standard,Petrol,SUV,Left Hand,European Specs,2-3,14.603513724288955
136000,8,17000.0,349.5,3249.5,5+ doors,6,7 Seater,BMW,X5,xDrive35i,Petrol,SUV,Left Hand,GCC Specs,7-10,11.404794448349737
130000,11,11818.181818181818,49.5,1249.5,5+ doors,4,5 Seater,Suzuki,Swift,GL,Petrol,Hatchback,Left Hand,GCC Specs,10+,9.539716058977092
22000,2,11000.0,549.5,4000.0,2 door,12,4 Seater,Rolls-Royce,Spectre,Standard,Electric,Coupe,Left Hand,GCC Specs,2-3,14.204169225721929
25000,2,12500.0,149.5,,2 door,4,4 Seater,Fiat,500,Standard,Petrol,Hatchback,Left Hand,GCC Specs,2-3,10.819778284410283
122000,8,15250.0,549.5,4000.0,2 door,8,2 Seater,Chevrolet,Camaro,ZL1,Petrol,Coupe,Left Hand,GCC Specs,7-10,11.91170829631447
42000,3,14000.0,149.5,1749.5,4 door,4,5 Seater,Kia,Sportage,Other,Petrol,SUV,Left Hand,American Specs,2-3,11.034905792929417
29000,3,9666.666666666666,249.5,1749.5,4 door,4,5 Seater,Mercedes-Benz,GLA,250,Petrol,SUV,Left Hand,American Specs,2-3,11.561725152903833
95000,6,15833.333333333334,249.5,3749.5,5+ doors,6,7 Seater,Mitsubishi,Pajero,Signature Edition,Petrol,SUV,Left Hand,GCC Specs,4-6,11.034905792929417
147000,11,13363.636363636364,149.5,1749.5,4 door,4,5 Seater,Nissan,Pickup,Double Cab,Petrol,Pick Up Truck,Left Hand,GCC Specs,10+,9.952325334619427
0,2,0.0,249.5,4000.0,5+ doors,Unknown,7 Seater,Toyota,Land Cruiser,GXR,Petrol,SUV,Left Hand,GCC Specs,2-3,12.413090879946887
80000,5,16000.0,249.5,1749.5,4 door,4,5 Seater,Mercedes-Benz,C-Class,C200,Petrol,Sedan,Left Hand,Korean Specs,4-6,11.350418300109132
0,0,0.0,249.5,1749.5,4 door,4,7 Seater,Mercedes-Benz,V-Class,V 300,Petrol,Van,Left Hand,GCC Specs,0-1,12.703816069256568
0,3,0.0,249.5,,5+ doors,4,5 Seater,Honda,ENS1,Other,Electric,SUV,Left Hand,Other,2-3,11.097425172408933
8000,1,8000.0,249.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,E-Class,E 200,Petrol,Sedan,Left Hand,GCC Specs,0-1,12.560244459250788
51000,7,7285.714285714285,249.5,3249.5,5+ doors,6,7 Seater,Mitsubishi,Montero Sport,GLX 4WD,Petrol,SUV,Left Hand,GCC Specs,7-10,11.002116507732016
190549,11,17322.636363636364,149.5,1749.5,4 door,4,5 Seater,Nissan,Juke,Other,Petrol,SUV,Left Hand,GCC Specs,10+,9.770013301136158
