kms,vehicle_age,kms_per_year,horsepower_mid,engine_cc_mid,doors,cylinders,seating_capacity,brand,model,trim,fuel_type,body_type,steering_side,regional_specs,age_bucket,log_price
42842,6,7140.333333333333,149.5,2749.5,4 door,4,5 Seater,Nissan,Altima,SL,Petrol,Sedan,Left Hand,GCC Specs,4-6,11.2885436473206
327000,12,27250.0,,2249.5,4 door,Unknown,5 Seater,Foton,View,Other,Petrol,Van,Left Hand,GCC Specs,10+,8.922791623969637
13000,2,6500.0,349.5,3749.5,4 door,6,5 Seater,Land Rover,Range Rover Sport,SE Dynamic,Petrol,SUV,Left Hand,American Specs,2-3,12.791080452981856
107,1,107.0,149.5,1749.5,4 door,4,5 Seater,Hyundai,Creta,Comfort,Petrol,SUV,Left Hand,GCC Specs,0-1,11.177452728682098
6000,1,6000.0,49.5,1249.5,4 door,3,5 Seater,Mitsubishi,Attrage,GLX Top Line,Petrol,Sedan,Left Hand,GCC Specs,0-1,10.434145214930489
165000,8,20625.0,449.5,4000.0,4 door,8,5 Seater,GMC,Sierra,Denali,Petrol,SUV,Left Hand,American Specs,7-10,10.950824090522444
43300,3,14433.333333333334,349.5,2749.5,4 door,4,5 Seater,Mazda,CX-5,GL,Petrol,SUV,Left Hand,GCC Specs,2-3,11.134603622683905
159500,9,17722.222222222223,,4000.0,5+ doors,8,8 Seater,Lexus,LX-Series,LX 570 Signature,Petrol,SUV,Left Hand,GCC Specs,7-10,12.289958727201457
129000,20,6450.0,449.5,4000.0,4 door,8,5 Seater,Lexus,LS-Series,1/2 Ultra,Petrol,Sedan,Left Hand,American Specs,10+,9.825580063659602
177000,12,14750.0,349.5,3749.5,5+ doors,6,7 Seater,Ford,Explorer,Standard,Petrol,SUV,Left Hand,GCC Specs,10+,9.87822102528824
65428,3,21809.33333333333,349.5,3749.5,5+ doors,6,4 Seater,Chevrolet,Blazer,RS,Petrol,SUV,Left Hand,GCC Specs,2-3,11.579658451506331
190000,11,17272.727272727272,249.5,249.5,2 door,4,5 Seater,Land Rover,Range Rover Evoque,R-Dynamic,Petrol,Sedan,Left Hand,GCC Specs,10+,10.714439990727769
77234,11,7021.272727272727,449.5,3749.5,4 door,8,5 Seater,Mercedes-Benz,S-Class,S 63 4Matic,Petrol,Sedan,Left Hand,Japanese Specs,10+,11.970356641103
123000,10,12300.0,449.5,4000.0,2 door,8,4 Seater,Dodge,Challenger,Scat Pack,Petrol,Sports Car,Left Hand,American Specs,7-10,10.799595985047786
0,1,0.0,449.5,4000.0,4 door,8,7 Seater,GMC,Yukon,Denali,Petrol,SUV,Left Hand,GCC Specs,0-1,12.660331092405906
190000,13,14615.384615384615,349.5,4000.0,4 door,8,5 Seater,Audi,A8,L,Petrol,Sedan,Left Hand,GCC Specs,10+,10.460270761075147
104211,6,17368.5,449.5,4000.0,4 door,6,5 Seater,Mercedes-Benz,CLS-Class,CLS 53 AMG,Petrol,Sedan,Left Hand,GCC Specs,4-6,12.128116509451258
76000,9,8444.444444444445,249.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,E-Class,E 300,Petrol,Sedan,Left Hand,American Specs,7-10,11.002099841204238
6952,3,2317.333333333333,649.5,4000.0,2 door,10,2 Seater,Lamborghini,Huracan,Tecnica,Petrol,Coupe,Left Hand,Other,2-3,13.99699926803766
0,1,0.0,249.5,1749.5,4 door,4,5 Seater,Haval,H6,Medium,Petrol,SUV,Left Hand,GCC Specs,0-1,10.915106645867503
92229,17,5425.235294117647,449.5,4000.0,4 door,8,5 Seater,BMW,7-Series,750i,Petrol,Sedan,Left Hand,Japanese Specs,10+,10.292179440058462
180000,14,12857.142857142857,349.5,3249.5,4 door,6,5 Seater,BMW,5-Series,535i Exclusive,Petrol,Sedan,Left Hand,GCC Specs,10+,10.25769445336048
200000,19,10526.315789473683,449.5,4000.0,5+ doors,8,7 Seater,BMW,X5,4.8i,Petrol,SUV,Left Hand,GCC Specs,10+,9.61587214452889
69000,11,6272.727272727273,249.5,,2 door,4,2 Seater,BMW,Z4,sDrive18i,Petrol,Hard Top Convertible,Left Hand,GCC Specs,10+,10.896757843893464
48000,6,8000.0,249.5,1249.5,5+ doors,4,5 Seater,Kia,Seltos,SX,Petrol,SUV,Left Hand,Canadian Specs,4-6,10.819798284210286
9500,8,1187.5,349.5,3249.5,2 door,6,4 Seater,Mercedes-Benz,E-Class,E400,Petrol,Soft Top Convertible,Left Hand,Japanese Specs,7-10,11.982935344196433
236000,11,21454.545454545456,249.5,2249.5,4 door,4,5 Seater,Hyundai,Sonata,Other,Petrol,Sedan,Left Hand,American Specs,10+,9.741027444837728
43994,3,14664.666666666666,349.5,249.5,5+ doors,Unknown,5 Seater,Tesla,Model Y,Long Range,Electric,SUV,Left Hand,GCC Specs,2-3,11.661354090741
44000,4,11000.0,549.5,4000.0,5+ doors,8,5 Seater,Mercedes-Benz,G-Class,G 63 AMG,Petrol,SUV,Left Hand,GCC Specs,4-6,13.444433833010114
110000,6,18333.33333333333,249.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,C-Class,C200,Petrol,Sedan,Left Hand,GCC Specs,4-6,11.502885230075814
115900,4,28975.0,349.5,3749.5,4 door,6,7 Seater,Lincoln,Navigator,Presidential,Petrol,SUV,Left Hand,GCC Specs,4-6,12.08954444723597
152000,12,12666.666666666666,149.5,2249.5,4 door,4,5 Seater,Ford,Edge,Other,Petrol,SUV,Left Hand,GCC Specs,10+,9.741027444837728
119000,8,14875.0,149.5,2749.5,5+ doors,4,5 Seater,Nissan,X-Trail,SE,Petrol,SUV,Left Hand,GCC Specs,7-10,10.714217748749787
133000,7,19000.0,349.5,3749.5,4 door,6,7 Seater,Chevrolet,Traverse,LT,Petrol,SUV,Left Hand,GCC Specs,7-10,10.799595985047786
30056,4,7514.0,449.5,3749.5,4 door,6,5 Seater,Toyota,Tundra,Crewmax Limited,Petrol,Pick Up Truck,Left Hand,American Specs,4-6,11.755879486687116
15000,2,7500.0,449.5,,2 door,6,Unknown,Nissan,400Z,Other,Petrol,Coupe,Left Hand,GCC Specs,2-3,11.904967552746252
232000,11,21090.90909090909,249.5,2249.5,4 door,4,5 Seater,Volkswagen,Golf,GTI,Petrol,Hatchback,Left Hand,GCC Specs,10+,10.275085591132717
60924,2,30462.0,149.5,2749.5,4 door,4,5 Seater,Mazda,6,Pure,Petrol,Sedan,Left Hand,GCC Specs,2-3,11.082157933374816
25097,2,12548.5,249.5,2249.5,5+ doors,4,5 Seater,Volvo,XC60,B5 Ultimate Dark,Hybrid,SUV,Left Hand,GCC Specs,2-3,11.951122329699446
5,0,0.0,149.5,1749.5,4 door,4,5 Seater,GAC,GS3,Emzoom R-Style,Petrol,Crossover,Left Hand,GCC Specs,0-1,11.225243392518449
123000,13,9461.53846153846,249.5,2249.5,5+ doors,4,8+ Seater,Hyundai,Santa Fe,GL,Petrol,SUV,Left Hand,GCC Specs,10+,10.043292972227004
54663,3,18221.0,349.5,2749.5,5+ doors,6,5 Seater,BMW,X5,xDrive40i M Sport,Petrol,SUV,Left Hand,GCC Specs,2-3,12.577639650232571
7000,1,7000.0,549.5,4000.0,2 door,8,4 Seater,Ford,Mustang,Dark Horse,Petrol,Coupe,Left Hand,GCC Specs,0-1,12.53897064502647
324000,15,21600.0,349.5,4000.0,4 door,8,5 Seater,Jeep,Grand Cherokee,Limited,Petrol,SUV,Left Hand,American Specs,10+,9.546884034617923
33000,20,1650.0,649.5,4000.0,2 door,12,4 Seater,Ferrari,612 Scaglietti,Other,Petrol,Coupe,Left Hand,Japanese Specs,10+,12.896719202134523
0,2,0.0,249.5,3249.5,4 door,6,5 Seater,Infiniti,Q50,Luxe,Petrol,Sedan,Left Hand,GCC Specs,2-3,11.652696102959752
70797,6,11799.5,349.5,2249.5,4 door,4,5 Seater,Audi,A6,45 TFSI,Petrol,Sedan,Left Hand,GCC Specs,4-6,11.350418300109132
64000,4,16000.0,449.5,3749.5,4 door,8,5 Seater,Mercedes-Benz,S-Class,S 580 4Matic,Petrol,Sedan,Left Hand,Japanese Specs,4-6,12.779875885354992
100000,4,25000.0,449.5,249.5,4 door,Unknown,5 Seater,Tesla,Model Y,Long Range,Electric,SUV,Left Hand,GCC Specs,4-6,11.49273296168228
49794,5,9958.8,249.5,1749.5,5+ doors,4,5 Seater,Alfa Romeo,GIULIETTA,Veloce,Petrol,Hatchback,Left Hand,GCC Specs,4-6,10.691967639914864
140000,10,14000.0,349.5,2249.5,2 door,4,4 Seater,Ford,Mustang,Ecoboost Premium,Petrol,Soft Top Convertible,Left Hand,GCC Specs,7-10,10.799595985047786
0,1,0.0,49.5,749.5,4 door,3,5 Seater,Nissan,Magnite,SL,Petrol,SUV,Left Hand,GCC Specs,0-1,10.859018228147889
54000,3,18000.0,249.5,2249.5,4 door,6,4 Seater,Dodge,Charger,SXT,Petrol,Sedan,Left Hand,American Specs,2-3,11.082157933374816
240000,16,15000.0,149.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,E-Class,E 200,Petrol,Sedan,Left Hand,Korean Specs,10+,10.12667110305036
16284,2,8142.0,49.5,1249.5,4 door,4,5 Seater,Suzuki,Dzire,GLX,Petrol,Sedan,Left Hand,GCC Specs,2-3,10.192456296870509
21523,6,3587.1666666666665,449.5,4000.0,5+ doors,8,7 Seater,Mercedes-Benz,GLS-Class,GLS 580,Petrol,SUV,Left Hand,Japanese Specs,4-6,12.61087420020211
200000,9,22222.222222222223,149.5,1749.5,4 door,Unknown,5 Seater,Nissan,Versa,Other,Petrol,Sedan,Left Hand,American Specs,7-10,9.680406499268877
56000,5,11200.0,449.5,3249.5,4 door,6,5 Seater,Mercedes-Benz,S-Class,S 500l,Petrol,Sedan,Left Hand,Japanese Specs,4-6,12.570719231334277
42000,4,10500.0,149.5,2249.5,4 door,4,5 Seater,Nissan,X-Trail,S,Petrol,SUV,Left Hand,GCC Specs,4-6,10.968215530759236
58592,5,11718.4,149.5,2749.5,4 door,4,5 Seater,Nissan,X-Trail,S,Petrol,SUV,Left Hand,GCC Specs,4-6,11.018629143155447
158017,15,10534.466666666667,449.5,3749.5,5+ doors,8,5 Seater,Porsche,Cayenne,S,Petrol,SUV,Left Hand,GCC Specs,10+,10.305647203635566
25333,2,12666.5,149.5,1749.5,5+ doors,4,5 Seater,Ford,Territory,Titanium,Petrol,SUV,Left Hand,GCC Specs,2-3,11.461642696843066
214600,9,23844.444444444445,149.5,2749.5,5+ doors,4,5 Seater,Nissan,X-Trail,S,Petrol,SUV,Left Hand,GCC Specs,7-10,10.308985993422082
0,1,0.0,349.5,3749.5,4 door,6,5 Seater,Ford,F-Series Pickup,Lariat,Petrol,Pick Up Truck,Left Hand,Other,0-1,12.180759965737863
680,1,680.0,249.5,2249.5,5+ doors,4,5 Seater,BMW,X2,xDrive 20i,Petrol,SUV,Left Hand,GCC Specs,0-1,12.206077645517674
0,2,0.0,349.5,3249.5,4 door,6,7 Seater,Toyota,Land Cruiser,GR Sport,Diesel,SUV,Left Hand,GCC Specs,2-3,12.560247968016562
200000,11,18181.81818181818,149.5,2249.5,5+ doors,4,5 Seater,Nissan,X-Trail,Other,Petrol,SUV,Left Hand,GCC Specs,10+,10.4193305681139
128970,9,14330.0,349.5,2749.5,4 door,4,5 Seater,Subaru,WRX,STI,Petrol,Sedan,Left Hand,GCC Specs,7-10,11.156250521031495
59000,5,11800.0,249.5,2249.5,5+ doors,4,7 Seater,Mazda,CX-9,Limited,Petrol,SUV,Left Hand,Canadian Specs,4-6,11.0186455364637
142150,12,11845.833333333334,449.5,4000.0,2 door,8,4 Seater,Bentley,Continental,GT V8,Petrol,Coupe,Left Hand,GCC Specs,10+,11.599112335481124
0,1,0.0,149.5,1749.5,4 door,4,5 Seater,Kia,Sportage,Other,Petrol,SUV,Left Hand,European Specs,0-1,11.461642696843066
74000,6,12333.333333333334,249.5,3749.5,5+ doors,6,7 Seater,Dodge,Durango,GT,Petrol,SUV,Left Hand,GCC Specs,4-6,11.347472824583114
121000,8,15125.0,149.5,1749.5,4 door,3,5 Seater,BMW,3-Series,318i,Petrol,Sedan,Left Hand,GCC Specs,7-10,10.859018228147889
0,5,0.0,,3749.5,2 door,8,2 Seater,McLaren,Speedtail,Other,Petrol,Coupe,Left Hand,GCC Specs,4-6,16.11799574596798
35000,5,7000.0,249.5,2249.5,5+ doors,4,5 Seater,Mercedes-Benz,GLE-Class,GLE 350,Petrol,SUV,Left Hand,European Specs,4-6,12.25486757159303
170000,6,28333.33333333333,249.5,3749.5,4 door,6,5 Seater,Dodge,Charger,SXT,Petrol,Sports Car,Left Hand,American Specs,4-6,10.691967639914864
97000,13,7461.538461538462,249.5,3249.5,4 door,6,5 Seater,Volkswagen,Touareg,Sport,Petrol,SUV,Left Hand,GCC Specs,10+,10.203629181337648
77000,6,12833.333333333334,249.5,3749.5,5+ doors,6,5 Seater,Jeep,Wrangler Unlimited,Sahara,Petrol,SUV,Left Hand,GCC Specs,4-6,11.847617546626807
101000,7,14428.57142857143,349.5,3249.5,5+ doors,6,5 Seater,BMW,X5,xDrive40i M Sport,Petrol,SUV,Left Hand,GCC Specs,7-10,11.91170829631447
72000,4,18000.0,249.5,2249.5,4 door,4,5 Seater,Porsche,Macan,Standard,Petrol,SUV,Left Hand,GCC Specs,4-6,12.204826869873813
126319,10,12631.9,249.5,3749.5,4 door,6,5 Seater,Ford,Edge,Titanium,Petrol,SUV,Left Hand,GCC Specs,7-10,10.463131911491969
0,0,0.0,249.5,1749.5,4 door,4,5 Seater,Mercedes-Benz,E-Class,E 200,Petrol,Sedan,Left Hand,GCC Specs,0-1,12.53897064502647
4000,2,2000.0,749.5,4000.0,4 door,8,5 Seater,Mercedes-Benz,S-Class,S 63 AMG,Petrol,Sedan,Left Hand,Japanese Specs,2-3,13.527696476799726
89000,9,9888.888888888889,349.5,3749.5,4 door,6,5 Seater,Lexus,GS-Series,F-sport,Petrol,Sedan,Left Hand,American Specs,7-10,11.156264806643742
0,1,0.0,249.5,2249.5,4 door,4,5 Seater,Lexus,NX-Series,NX 350,Petrol,SUV,Left Hand,GCC Specs,0-1,11.90497430948018
0,1,0.0,649.5,1749.5,5+ doors,4,5 Seater,BYD,Leopard 5,Ultra,Hybrid,SUV,Left Hand,Chinese Specs,0-1,11.951186847493476
63000,16,3937.5,349.5,3249.5,4 door,6,4 Seater,Maserati,Quattroporte,Other,Petrol,Sports Car,Left Hand,GCC Specs,10+,10.5713425658087
125000,10,12500.0,249.5,2249.5,4 door,6,4 Seater,Jaguar,XE,R-Sport,Petrol,Sedan,Left Hand,GCC Specs,7-10,10.275085591132717
149000,9,16555.555555555555,249.5,3749.5,5+ doors,6,5 Seater,BMW,X5,xDrive35i,Petrol,SUV,Left Hand,GCC Specs,7-10,11.141876276228
83000,3,27666.666666666668,149.5,1749.5,4 door,4,5 Seater,Nissan,Sunny,EX,Petrol,Sedan,Left Hand,GCC Specs,2-3,10.292179440058462
3346,2,1673.0,249.5,2249.5,4 door,4,8 Seater,Mercedes-Benz,V-Class,V 250,Petrol,Van,Left Hand,GCC Specs,2-3,12.945628585536271
40000,2,20000.0,249.5,2249.5,5+ doors,4,7 Seater,MG,RX8,Comfort,Petrol,SUV,Left Hand,GCC Specs,2-3,11.19822841866684
379000,18,21055.555555555555,449.5,2749.5,4 door,6,5 Seater,Lexus,ES-Series,ES 350,Petrol,Sedan,Left Hand,American Specs,10+,9.39274525863144
62000,10,6200.0,149.5,2249.5,4 door,4,5 Seater,Ford,Fusion,SE,Petrol,Sedan,Left Hand,GCC Specs,7-10,10.463131911491969
11000,1,11000.0,149.5,1749.5,4 door,4,5 Seater,Kia,K3,LX,Petrol,Sedan,Left Hand,GCC Specs,0-1,10.993748398115178
37000,3,12333.333333333334,349.5,3249.5,4 door,6,5 Seater,Land Rover,Range Rover Sport,P400 Dynamic HSE,Petrol,SUV,Left Hand,Other,2-3,12.703816069256568
120784,7,17254.85714285714,149.5,2249.5,4 door,4,5 Seater,Honda,CR-V,EX,Petrol,SUV,Left Hand,GCC Specs,7-10,11.06663836234181
49000,11,4454.545454545455,549.5,4000.0,4 door,12,4 Seater,Rolls-Royce,Phantom,Standard,Petrol,Sedan,Left Hand,GCC Specs,10+,13.303018546545276
26387,3,8795.666666666666,449.5,3249.5,5+ doors,6,5 Seater,Mercedes-Benz,GLE Coupe,GLE 53 AMG,Petrol,SUV,Left Hand,GCC Specs,2-3,12.940843898859598
3950,1,3950.0,349.5,3249.5,2 door,6,5 Seater,Land Rover,Defender,Other,Petrol,SUV,Left Hand,GCC Specs,0-1,12.889169490236618
96000,18,5333.333333333333,349.5,3749.5,4 door,6,5 Seater,Chevrolet,Trailblazer,LTZ,Petrol,SUV,Left Hand,Japanese Specs,10+,9.90353755128617
58000,4,14500.0,249.5,1249.5,4 door,4,7 Seater,Toyota,Rush,EX,Petrol,Van,Left Hand,GCC Specs,4-6,10.768506042432708
84000,6,14000.0,149.5,1749.5,4 door,4,5 Seater,Renault,Duster,SE Plus,Petrol,SUV,Left Hand,GCC Specs,4-6,10.275051108968611
500000,19,26315.78947368421,349.5,3749.5,4 door,6,5 Seater,Lexus,GS-Series,Other,Petrol,Sedan,Left Hand,GCC Specs,10+,9.741027444837728
131000,4,32750.0,249.5,3249.5,4 door,6,5 Seater,Toyota,Camry,SE+,Petrol,Sedan,Left Hand,GCC Specs,4-6,11.472113887062386
211518,18,11751.0,249.5,3749.5,5+ doors,6,5 Seater,Lincoln,MKX,Other,Petrol,SUV,Left Hand,Canadian Specs,10+,9.35018926709258
150000,9,16666.666666666668,249.5,2249.5,5+ doors,4,5 Seater,Land Rover,Range Rover Evoque,SE,Petrol,SUV,Left Hand,American Specs,7-10,10.545367754151744
59100,4,14775.0,149.5,1749.5,4 door,4,5 Seater,Mitsubishi,ASX,GLX,Petrol,SUV,Left Hand,GCC Specs,4-6,11.082157933374816
170541,10,17054.1,249.5,3749.5,5+ doors,6,5 Seater,Volkswagen,Touareg,S,Petrol,SUV,Left Hand,GCC Specs,7-10,10.515993929932415
133469,13,10266.846153846154,149.5,1749.5,4 door,4,5 Seater,Volkswagen,Tiguan,Other,Petrol,SUV,Left Hand,GCC Specs,10+,9.61587214452889
17000,3,5666.666666666667,749.5,4000.0,2 door,8,5 Seater,Dodge,Challenger,SRT8 Hellcat,Petrol,Coupe,Left Hand,American Specs,2-3,12.524530013005734
72647,4,18161.75,149.5,1249.5,4 door,3,5 Seater,Mitsubishi,Attrage,GLX,Petrol,Sedan,Left Hand,GCC Specs,4-6,9.998706819117062
48000,6,8000.0,149.5,2249.5,4 door,4,5 Seater,Kia,Optima,LX,Petrol,Sedan,Left Hand,American Specs,4-6,10.203629181337648
90000,7,12857.142857142857,349.5,2249.5,4 door,4,5 Seater,Land Rover,Range Rover Velar,R-Dynamic HSE,Petrol,SUV,Left Hand,GCC Specs,7-10,11.49273296168228
280000,14,20000.0,249.5,2749.5,4 door,6,5 Seater,Lexus,IS-Series,IS 250 Full Option,Petrol,Sedan,Left Hand,American Specs,10+,9.952325334619427
150000,7,21428.571428571428,349.5,3249.5,5+ doors,6,6 Seater,Nissan,Patrol Safari,Super Safari,Petrol,SUV,Left Hand,GCC Specs,7-10,11.60824473564232
54000,2,27000.0,449.5,3749.5,4 door,6,7 Seater,Lexus,LX600,LX 600 Prestige,Petrol,SUV,Left Hand,GCC Specs,2-3,12.936036208848488
86395,6,14399.166666666666,249.5,2749.5,4 door,4,7 Seater,Mazda,CX-9,GT,Petrol,SUV,Left Hand,GCC Specs,4-6,11.26446410567173
60290,25,2411.6,149.5,749.5,2 door,3,2 Seater,Smart,Fortwo,Other,Petrol,Other,Left Hand,Japanese Specs,10+,9.210440366976515
4895,2,2447.5,149.5,1749.5,4 door,4,5 Seater,MINI,Cooper,Cooper S,Petrol,Hatchback,Left Hand,GCC Specs,2-3,11.60824473564232
158000,26,6076.923076923077,449.5,4000.0,4 door,8,5 Seater,Mercedes-Benz,S-Class,S 500,Petrol,Sedan,Left Hand,Japanese Specs,10+,9.581972891547895
229000,11,20818.18181818182,249.5,4000.0,5+ doors,6,7 Seater,Toyota,Prado,VXR,Petrol,SUV,Left Hand,GCC Specs,10+,11.362114203075018
30000,3,10000.0,249.5,,4 door,4,5 Seater,Subaru,WRX,Standard,Petrol,Sedan,Left Hand,GCC Specs,2-3,11.608235644774552
3,0,0.0,249.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,E-Class,E 200,Petrol,Sedan,Left Hand,Korean Specs,0-1,12.354492650648448
154000,11,14000.0,349.5,3249.5,4 door,6,5 Seater,Porsche,Macan,S,Petrol,SUV,Left Hand,GCC Specs,10+,11.06665398721974
234000,7,33428.57142857143,149.5,1749.5,4 door,4,5 Seater,Hyundai,Accent,Other,Petrol,Sedan,Left Hand,GCC Specs,7-10,9.898525260706313
1500,2,750.0,249.5,2249.5,4 door,4,4 Seater,Mercedes-Benz,CLE-Class,CLE200,Petrol,Coupe,Left Hand,Korean Specs,2-3,12.250094315624496
100000,6,16666.666666666668,149.5,1249.5,4 door,4,2 Seater,Toyota,Avanza,G,Petrol,Van,Left Hand,GCC Specs,4-6,10.308952660644293
68000,4,17000.0,449.5,249.5,4 door,Unknown,5 Seater,Tesla,Model Y,Performance,Electric,SUV,Left Hand,GCC Specs,4-6,11.652696102959752
168,2,84.0,,4000.0,2 door,12,2 Seater,Lamborghini,Revuelto,Other,Petrol,Sports Car,Left Hand,Other,2-3,14.72376952136689
10000,2,5000.0,549.5,,4 door,Unknown,5 Seater,Zeekr,001,Flagship AWD,Electric,Sedan,Left Hand,GCC Specs,2-3,12.206077645517674
85000,9,9444.444444444443,549.5,4000.0,5+ doors,8,5 Seater,Land Rover,Range Rover,HSE V8,Petrol,SUV,Left Hand,American Specs,7-10,11.225256725762891
3000,2,1500.0,649.5,4000.0,4 door,8,5 Seater,GMC,Sierra,Denali Ultimate,Petrol,SUV,Left Hand,GCC Specs,2-3,12.449022745701502
156903,10,15690.3,,4000.0,2 door,8,4 Seater,Dodge,Challenger,R/T,Petrol,Coupe,Left Hand,GCC Specs,7-10,10.950824090522444
165000,7,23571.42857142857,149.5,1249.5,4 door,4,5 Seater,Ford,Figo,Ambiente,Petrol,Sedan,Left Hand,GCC Specs,7-10,9.546884034617923
500,1,500.0,249.5,2249.5,4 door,4,5 Seater,Jetour,T2,Pro+,Petrol,SUV,Left Hand,Chinese Specs,0-1,12.037659911047468
86921,6,14486.833333333334,149.5,1249.5,4 door,4,5 Seater,Nissan,Micra,S,Petrol,Hatchback,Left Hand,GCC Specs,4-6,9.770013301136158
149871,12,12489.25,449.5,4000.0,4 door,8,4 Seater,Land Rover,Range Rover,Autobiography,Petrol,SUV,Left Hand,GCC Specs,10+,11.507922973347435
0,0,0.0,549.5,3249.5,4 door,6,5 Seater,RAM,1500,Long Horn Crew Cab,Petrol,Pick Up Truck,Left Hand,GCC Specs,0-1,12.524526376648708
176000,12,14666.666666666666,249.5,3749.5,4 door,6,5 Seater,Mercedes-Benz,E-Class,E 300,Petrol,Sedan,Left Hand,GCC Specs,10+,10.714439990727769
36000,4,9000.0,449.5,3749.5,4 door,6,5 Seater,Mercedes-Benz,S-Class,S 500l,Petrol,Sedan,Left Hand,Japanese Specs,4-6,12.691583538230216
84294,4,21073.5,149.5,2249.5,5+ doors,4,5 Seater,Honda,CR-V,EX,Petrol,SUV,Left Hand,GCC Specs,4-6,11.326607934898927
98000,7,14000.0,349.5,4000.0,5+ doors,8,7 Seater,Nissan,Patrol Safari,Super Safari,Petrol,SUV,Left Hand,GCC Specs,7-10,11.652696102959752
76500,36,2125.0,249.5,4000.0,4 door,8,5 Seater,Mercedes-Benz,SEL-Class,560 SEL,Petrol,Sedan,Left Hand,Japanese Specs,10+,11.60824473564232
156000,12,13000.0,149.5,2249.5,4 door,4,5 Seater,Ford,Edge,SE,Petrol,SUV,Left Hand,GCC Specs,10+,9.798182590890704
83211,8,10401.375,149.5,2749.5,4 door,4,7 Seater,Toyota,Fortuner,EXR,Petrol,SUV,Left Hand,GCC Specs,7-10,11.19135563385109
80000,5,16000.0,249.5,2749.5,4 door,4,4 Seater,Lexus,LM 300,Other,Petrol,Van,Left Hand,Other,4-6,12.75130259456002
3000,2,1500.0,449.5,3249.5,4 door,6,5 Seater,Mercedes-Benz,S-Class,S 500,Petrol,Sedan,Left Hand,GCC Specs,2-3,13.180634172318978
70000,4,17500.0,149.5,1749.5,4 door,4,7 Seater,Toyota,Rush,EX,Petrol,SUV,Left Hand,GCC Specs,4-6,10.778977123006351
0,1,0.0,449.5,4000.0,4 door,8,5 Seater,Jeep,Wrangler,Rubicon 392,Petrol,SUV,Left Hand,GCC Specs,0-1,12.896719202134523
150000,6,25000.0,249.5,4000.0,4 door,6,7 Seater,Toyota,Fortuner,VXR,Petrol,SUV,Left Hand,GCC Specs,4-6,11.451060699493429
80000,15,5333.333333333333,549.5,4000.0,4 door,8,5 Seater,Bentley,Mulsanne,Special Edition,Petrol,Sedan,Left Hand,GCC Specs,10+,12.201065128819632
52509,7,7501.285714285715,249.5,2249.5,4 door,4,5 Seater,Mercedes-Benz,C-Class,C200,Petrol,Sedan,Left Hand,GCC Specs,7-10,11.625369830810577
334000,15,22266.666666666668,449.5,4000.0,4 door,6,7 Seater,Nissan,Pathfinder,LE,Petrol,SUV,Left Hand,GCC Specs,10+,9.680406499268877
124000,5,24800.0,249.5,3749.5,2 door,6,5 Seater,Jeep,Wrangler,Sahara,Petrol,SUV,Left Hand,GCC Specs,4-6,11.552155793461898
320000,10,32000.0,149.5,1249.5,4 door,4,5 Seater,Toyota,Yaris,SE,Petrol,Sedan,Left Hand,GCC Specs,7-10,10.085850775128716
99000,6,16500.0,149.5,2249.5,4 door,4,5 Seater,Nissan,Navara,SE,Petrol,Pick Up Truck,Left Hand,GCC Specs,4-6,10.594156665220533
80000,5,16000.0,449.5,4000.0,4 door,8,5 Seater,Porsche,Cayenne,GTS,Petrol,SUV,Left Hand,GCC Specs,4-6,12.59473402514672
70020,6,11670.0,249.5,3749.5,5+ doors,6,7 Seater,Mitsubishi,Pajero,GLS,Petrol,SUV,Left Hand,GCC Specs,4-6,10.97164063371953
1090,4,272.5,749.5,4000.0,2 door,8,5 Seater,Dodge,Challenger,Hellcat Redeye,Petrol,Coupe,Left Hand,GCC Specs,4-6,12.969214528909768
109000,9,12111.111111111111,349.5,3249.5,4 door,6,5 Seater,Jaguar,F-Pace,35T Prestige,Petrol,SUV,Left Hand,GCC Specs,7-10,10.799595985047786
34000,11,3090.909090909091,149.5,2249.5,4 door,4,6 Seater,Nissan,X-Trail,SV,Petrol,SUV,Left Hand,GCC Specs,10+,10.275085591132717
3247,2,1623.5,149.5,2249.5,4 door,4,5 Seater,Audi,Q3,S-line,Petrol,SUV,Left Hand,GCC Specs,2-3,12.25486757159303
23300,3,7766.666666666667,149.5,1749.5,5+ doors,4,5 Seater,Honda,ZR-V,EX,Petrol,SUV,Left Hand,GCC Specs,2-3,11.38510345703214
200000,12,16666.666666666668,249.5,1749.5,4 door,4,5 Seater,Kia,Rio,EX,Petrol,Sedan,Left Hand,Korean Specs,10+,9.510519035757246
118000,5,23600.0,349.5,3249.5,2 door,6,4 Seater,Dodge,Challenger,SXT,Petrol,Coupe,Left Hand,Canadian Specs,4-6,10.778977123006351
73000,12,6083.333333333333,449.5,4000.0,4 door,8,5 Seater,Mercedes-Benz,S-Class,S 550,Petrol,Sedan,Left Hand,Japanese Specs,10+,11.736077016252436
70000,6,11666.666666666666,449.5,1249.5,4 door,4,4 Seater,Chevrolet,Sonic,Other,Petrol,Hatchback,Left Hand,American Specs,4-6,9.798182590890704
