brand,model,kms,trim,doors,fuel_type,cylinders,body_type,seating_capacity,steering_side,regional_specs,vehicle_age,horsepower_mid,engine_cc_mid,kms_per_year,log_price,age_bucket
Mercedes-Benz,G-Class,2000,G 63 AMG,5+ doors,Petrol,8,SUV,5 Seater,Left Hand,Other,1,549.5,,2000.0,13.76316513133229,0-1
Alfa Romeo,GIULIETTA,178000,Veloce,4 door,Petrol,4,Hatchback,4 Seater,Left Hand,GCC Specs,7,249.5,1749.5,25428.571428571428,10.239995502805316,7-10
Volkswagen,Jetta,235000,SE,5+ doors,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,14,149.5,1749.5,16785.714285714286,9.392745258631441,10+
Ford,Explorer,168611,XLT,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,8,249.5,3749.5,21076.375,10.645448706505872,7-10
Nissan,Tiida,293000,SL,5+ doors,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,13,149.5,1749.5,22538.46153846154,9.433563920090563,10+
Kia,Telluride,20000,Other,4 door,Petrol,6,SUV,7 Seater,Left Hand,American Specs,4,249.5,,5000.0,11.082142548877775,4-6
Mazda,6,82118,S Grade,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,3,149.5,2749.5,27372.666666666668,11.080618310893968,2-3
Toyota,Tundra,91000,Double Cab Limited,4 door,Petrol,8,Pick Up Truck,5 Seater,Left Hand,Japanese Specs,20,449.5,4000.0,4550.0,10.55843949396453,10+
CMC,Z7,50490,Standard,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,6,149.5,1749.5,8415.0,10.021315031649332,4-6
Honda,Civic,82000,LX,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,6,149.5,1749.5,13666.666666666666,11.002116507732017,4-6
Chevrolet,Malibu,148000,L,4 door,Petrol,4,Sedan,6 Seater,Left Hand,GCC Specs,6,149.5,1749.5,24666.666666666668,9.90353755128617,4-6
Toyota,Tacoma,140000,TRD,4 door,Petrol,6,Pick Up Truck,,Left Hand,American Specs,9,349.5,,15555.555555555555,11.277215789596893,7-10
MINI,Cooper,11000,John Cooper Works,2 door,Petrol,4,Soft Top Convertible,4 Seater,Left Hand,GCC Specs,1,249.5,2249.5,11000.0,11.842236406331557,0-1
Mercedes-Benz,E-Class,3000,E 200,4 door,Petrol,4,Sedan,5 Seater,Left Hand,Korean Specs,1,249.5,2249.5,3000.0,12.095146671399466,0-1
Infiniti,QX60,165000,Comfort,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,9,249.5,3749.5,18333.33333333333,10.448743588106623,7-10
Geely,Emgrand,49164,GS,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,2,,1749.5,24582.0,10.439980923050696,2-3
Audi,S5/RS5,19600,Sportback Quattro,4 door,Petrol,5,Other,5 Seater,Left Hand,European Specs,2,449.5,2749.5,9800.0,12.54254845357358,2-3
BMW,M5,39000,Standard,4 door,Petrol,8,Sedan,5 Seater,Left Hand,Japanese Specs,8,549.5,4000.0,4875.0,12.487488878546143,7-10
Audi,S5/RS5,23000,Sportback Quattro,2 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,5,449.5,,4600.0,12.34148164933907,4-6
Volkswagen,Golf,207000,GTI,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,9,249.5,2249.5,23000.0,10.46310334047155,7-10
Ferrari,296 GTS,0,Standard,2 door,Hybrid,6,Hard Top Convertible,2 Seater,Left Hand,GCC Specs,1,849.5,3749.5,0.0,14.200773639026796,0-1
Porsche,Cayenne,35000,Platinum Edition,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,4,349.5,4000.0,8750.0,12.487488878546143,4-6
Honda,CR-V,25,Other,5+ doors,Petrol,4,SUV,7 Seater,Left Hand,Other,0,149.5,1749.5,0.0,11.552155793461898,0-1
Mercedes-Benz,SEL-Class,95000,560 SEL,4 door,Petrol,8,Sedan,5 Seater,Left Hand,Japanese Specs,37,249.5,4000.0,2567.5675675675675,11.472113887062386,10+
Toyota,Prado,0,Other,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,2,249.5,,0.0,12.429220196836383,2-3
Ford,Bronco,98989,Badlands,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,4,349.5,2749.5,24747.25,12.022756594390604,4-6
Land Rover,Range Rover Velar,48000,R-Dynamic SE,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,6,249.5,2749.5,8000.0,11.373674891823535,4-6
Kia,Cadenza,98000,Premier,4 door,Petrol,4,Sedan,5 Seater,Left Hand,Korean Specs,6,149.5,2249.5,16333.333333333334,11.06665398721974,4-6
BMW,6-Series,110695,640i,2 door,Petrol,6,Coupe,4 Seater,Left Hand,GCC Specs,14,349.5,3249.5,7906.785714285715,10.199918739620157,10+
Audi,A4,155000,2.0 TFSI Quattro S,4 door,Petrol,4,Sedan,5 Seater,Left Hand,Korean Specs,7,149.5,2249.5,22142.85714285714,10.691967639914864,7-10
Land Rover,Discovery Sport,58427,R-Dynamic SE,4 door,Petrol,4,SUV,5 Seater,Left Hand,Canadian Specs,4,249.5,1749.5,14606.75,11.367911253546788,4-6
Audi,RSQ3,12553,TFSI Quattro,5+ doors,Petrol,5,SUV,5 Seater,Left Hand,GCC Specs,3,449.5,2749.5,4184.333333333333,12.487488878546143,2-3
Audi,Q3,137000,40 TFSI S-Line,5+ doors,Petrol,4,SUV,,Left Hand,GCC Specs,6,149.5,,22833.333333333332,11.19822841866684,4-6
Mercedes-Benz,A-Class,16200,A 220,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,4,149.5,1749.5,4050.0,11.277215789596893,4-6
Volvo,XC40,1000,Other,4 door,Petrol,4,SUV,5 Seater,Left Hand,Chinese Specs,2,149.5,2249.5,500.0,11.77528972943772,2-3
Ferrari,360,41000,Other,2 door,Petrol,8,Sports Car,,Left Hand,European Specs,26,349.5,3749.5,1576.923076923077,12.425212191503038,10+
Toyota,Corolla Cross,53300,XL,4 door,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,2,149.5,1749.5,26650.0,11.26446410567173,2-3
Nissan,Patrol,15000,LE Platinum City,5+ doors,Petrol,8,SUV,8 Seater,Left Hand,GCC Specs,1,449.5,4000.0,15000.0,12.706850963741102,0-1
Nissan,Pathfinder,196731,SV,4 door,Petrol,6,SUV,8 Seater,Left Hand,American Specs,12,249.5,3749.5,16394.25,10.463131911491969,10+
Jetour,T2,24,Luxury,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,0,249.5,2249.5,24.0,11.80560254159177,0-1
Nissan,Altima,313983,SL,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,14,149.5,2249.5,22427.35714285714,9.350189267092581,10+
Mercedes-Benz,CLS-Class,41000,CLS 53 AMG,4 door,Petrol,6,Sedan,5 Seater,Left Hand,Korean Specs,5,449.5,,8200.0,12.299112067295642,4-6
Audi,A4,320000,S-line,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,14,249.5,1249.5,22857.14285714286,9.741027444837728,10+
Lexus,GS-Series,210000,Exclusive,4 door,Petrol,8,Sedan,4 Seater,Left Hand,Japanese Specs,18,449.5,749.5,11666.666666666666,9.581972891547895,10+
Mercedes-Benz,S-Class,105000,S 560,4 door,Petrol,8,Sedan,5 Seater,Left Hand,Japanese Specs,8,449.5,4000.0,13125.0,12.250094315624496,7-10
Mercedes-Benz,GL-Class,92749,GL 550 4Matic,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,Japanese Specs,12,349.5,4000.0,7729.083333333333,11.31448672129398,10+
Ford,Explorer,152000,Sport,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,9,349.5,3749.5,16888.88888888889,10.714417768752456,7-10
Nissan,X-Trail,70867,4WD,4 door,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,4,,,17716.75,10.896757843893464,4-6
Land Rover,Range Rover,144051,HSE,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,8,349.5,3249.5,18006.375,11.767575435251748,7-10
Honda,Accord,133000,Sport Turbo,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,8,149.5,1749.5,16625.0,10.448743588106625,7-10
Ferrari,296 GTB,85,Other,2 door,Hybrid,6,Coupe,2 Seater,Left Hand,European Specs,3,849.5,2749.5,28.33333333333333,14.735793709514262,2-3
Cadillac,Escalade,3000,ESV Premium Luxury,4 door,Petrol,8,SUV,7 Seater,Left Hand,American Specs,1,749.5,4000.0,3000.0,12.994532278619134,0-1
Hyundai,Staria,0,Comfort,4 door,Diesel,4,Van,8+ Seater,Left Hand,GCC Specs,0,149.5,2249.5,0.0,11.502885230075814,0-1
Hyundai,Sonata,160494,Standard,4 door,Petrol,3,Sedan,5 Seater,Left Hand,American Specs,11,149.5,749.5,14590.363636363636,10.12667110305036,10+
Mercedes-Benz,GLC,49941,GLC 300,4 door,Petrol,4,SUV,5 Seater,Left Hand,American Specs,5,149.5,1749.5,9988.2,11.362114203075018,4-6
Porsche,Carrera / 911,62347,Turbo,2 door,Petrol,6,Coupe,4 Seater,Left Hand,Japanese Specs,19,449.5,3749.5,3281.4210526315787,12.505810504075184,10+
McLaren,750S,90,Coupe,2 door,Petrol,8,Coupe,2 Seater,Left Hand,Other,2,749.5,3749.5,45.0,14.038654909278163,2-3
Mitsubishi,Pajero,113000,GLS MID,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,11,149.5,3749.5,10272.727272727272,10.463131911491967,10+
Bentley,Continental,35000,GT W12,2 door,Petrol,12,Coupe,4 Seater,Left Hand,GCC Specs,7,649.5,4000.0,5000.0,13.014780393893403,7-10
Mazda,6,47000,S Grade,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,3,149.5,2249.5,15666.666666666666,10.915088464214607,2-3
Porsche,Carrera / 911,85000,Turbo S,2 door,Petrol,6,Sedan,4 Seater,Left Hand,GCC Specs,6,649.5,3749.5,14166.666666666666,13.34550852871726,4-6
Mercedes-Benz,G-Class,17000,G 63 AMG,4 door,Petrol,8,Wagon,5 Seater,Left Hand,Japanese Specs,6,649.5,4000.0,2833.333333333333,13.190023895035274,4-6
Ford,Ecosport,160000,Other,5+ doors,Petrol,4,Hatchback,,Left Hand,GCC Specs,10,,,16000.0,9.510519035757246,7-10
Nissan,Altima,10000,SL,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,2,249.5,2249.5,5000.0,11.542493975902508,2-3
Jeep,Wrangler 4xe,12000,High Altitude,4 door,Hybrid,4,SUV,5 Seater,Left Hand,American Specs,5,449.5,1749.5,2400.0,11.767575435251748,4-6
Toyota,Rav 4,0,Adventure,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,1,249.5,2249.5,0.0,12.013706813470414,0-1
Porsche,Macan,104390,Standard,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,8,249.5,2249.5,13048.75,11.56171562913966,7-10
Ford,Expedition,64000,XLT,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,5,349.5,3249.5,12800.0,11.767575435251748,4-6
MINI,Cooper,34000,Cooper S,2 door,Petrol,4,Hatchback,4 Seater,Left Hand,GCC Specs,3,149.5,2249.5,11333.333333333334,11.512925464970229,2-3
Nissan,Patrol Safari,13800,Safari,4 door,Petrol,6,SUV,,Left Hand,GCC Specs,9,449.5,,1533.3333333333333,11.77528972943772,7-10
Chevrolet,Sonic,128168,LT,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,12,149.5,1749.5,10680.666666666666,9.433563920090563,10+
Lexus,GX 460,40000,Premier,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,3,349.5,4000.0,13333.333333333334,12.230770136157428,2-3
Audi,A5,127000,45 TFSI quattro,2 door,Petrol,4,Coupe,4 Seater,Left Hand,GCC Specs,10,249.5,1749.5,12700.0,10.757924157061597,7-10
Tesla,Model Y,28055,Performance,5+ doors,Electric,Unknown,SUV,5 Seater,Left Hand,GCC Specs,2,449.5,249.5,14027.5,11.963370312187113,2-3
Peugeot,3008,90000,Active,5+ doors,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,6,149.5,1749.5,15000.0,10.62135173563291,4-6
Lamborghini,Urus,98219,Mansory Edition,4 door,Petrol,8,SUV,4 Seater,Left Hand,GCC Specs,7,649.5,3749.5,14031.285714285714,13.507627138738266,7-10
MG,MG5,54500,Luxury,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,4,249.5,1749.5,13625.0,10.146472946063875,4-6
Toyota,Fortuner,150803,GXR,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,3,249.5,3249.5,50267.66666666666,11.580593459194764,2-3
Chevrolet,Malibu,145000,LT,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,8,149.5,1749.5,18125.0,10.106469212026385,7-10
Mercedes-Benz,GLC Coupe,125000,GLC 300 AMG,4 door,Hybrid,4,Crossover,5 Seater,Left Hand,European Specs,5,249.5,2249.5,25000.0,11.767575435251748,4-6
Ferrari,488 Pista,9600,Other,2 door,Petrol,8,Coupe,2 Seater,Left Hand,European Specs,7,749.5,,1371.4285714285713,14.503645699213111,7-10
Nissan,Sunny,164916,SE,5+ doors,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,9,149.5,1749.5,18324.0,9.770013301136158,7-10
Mercedes-Benz,GLB,0,GLB 200,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,1,249.5,1749.5,0.0,12.149507585033072,0-1
Mercedes-Benz,CLA,15,CLA200,5+ doors,Petrol,4,Sedan,4 Seater,Left Hand,GCC Specs,0,149.5,2249.5,15.0,12.196022309676673,0-1
GMC,Sierra,293000,Denali,4 door,Petrol,8,Pick Up Truck,5 Seater,Left Hand,GCC Specs,12,449.5,3749.5,24416.666666666668,10.915106645867503,10+
Ford,Figo,55000,Ambiente,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,7,149.5,1749.5,7857.142857142857,9.846970109700957,7-10
Jeep,Wrangler Unlimited,150000,Sahara,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,12,249.5,3749.5,12500.0,10.799595985047786,10+
Nissan,X-Trail,143736,S,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,7,149.5,2749.5,20533.714285714286,10.657282884047461,7-10
Land Rover,Range Rover,44,SV Autobiography,4 door,Petrol,8,SUV,5 Seater,Left Hand,Other,1,549.5,,44.0,13.8915461710239,0-1
Ferrari,SF90 Spider,7250,Other,2 door,Hybrid,8,Hard Top Convertible,2 Seater,Left Hand,GCC Specs,3,,4000.0,2416.6666666666665,14.452087916136216,2-3
Toyota,Land Cruiser,281000,GXR,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,13,349.5,4000.0,21615.384615384617,11.429554725537322,10+
Mercedes-Benz,GLE-Class,63000,GLE 450 4Matic,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,7,349.5,3249.5,9000.0,12.100161978566868,7-10
Skoda,Kodiaq,13470,Sport Line,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,2,149.5,,6735.0,11.769124610238766,2-3
Toyota,Previa,135000,S,4 door,Petrol,4,Wagon,,Left Hand,GCC Specs,9,149.5,2249.5,15000.0,10.584081267024454,7-10
Peugeot,508,78000,Allure,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,6,149.5,1749.5,13000.0,10.789339695269716,4-6
Volkswagen,Golf,150000,R,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,10,249.5,2249.5,15000.0,10.645448706505872,7-10
BMW,X1,98820,sDrive20i,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,7,149.5,2249.5,14117.142857142857,11.002116507732016,7-10
Mercedes-Benz,S-Class,92900,S 550,2 door,Petrol,8,Coupe,5 Seater,Left Hand,Japanese Specs,11,449.5,4000.0,8445.454545454546,11.691080018519528,10+
Jeep,Grand Cherokee L,0,Other,5+ doors,Hybrid,6,Sedan,5 Seater,Left Hand,American Specs,3,249.5,3749.5,0.0,11.951186847493476,2-3
Nissan,Sentra,178937,SV,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,12,149.5,1249.5,14911.416666666666,9.61587214452889,10+
Audi,A6,120000,2.0T TFSI,5+ doors,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,11,249.5,1749.5,10909.09090909091,10.308985993422082,10+
Mercedes-Benz,G-Class,2000,G 65 AMG,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,4,649.5,4000.0,500.0,13.560619598657231,4-6
Honda,Pilot,141500,EX,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,9,249.5,3749.5,15722.222222222223,10.505094936455558,7-10
Mercedes-Benz,AMG,27000,AMG-GT S,2 door,Petrol,8,Coupe,2 Seater,Left Hand,GCC Specs,10,549.5,3749.5,2700.0,12.560247968016562,7-10
Lamborghini,Huracan,19000,LP 640-4 Performante,2 door,Petrol,10,Coupe,2 Seater,Left Hand,Other,8,649.5,,2375.0,13.651815643149092,7-10
Cadillac,Escalade,150,V,4 door,Petrol,8,SUV,6 Seater,Left Hand,GCC Specs,1,449.5,,150.0,13.399996629152975,0-1
Honda,HR-V,26500,LX,4 door,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,3,149.5,1749.5,8833.333333333334,11.225256725762891,2-3
Jeep,Wrangler,86000,Rubicon,2 door,Petrol,6,SUV,5 Seater,Left Hand,Japanese Specs,10,249.5,4000.0,8600.0,10.518700218288165,7-10
Alfa Romeo,GIULIETTA,93000,Turbo Full,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,7,249.5,2249.5,13285.714285714286,10.146472946063877,7-10
Mercedes-Benz,S-Class,98000,S 65,4 door,Petrol,12,Sedan,5 Seater,Left Hand,GCC Specs,19,649.5,,5157.894736842105,11.51293546492023,10+
Nissan,Armada,19000,Platinum,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,American Specs,5,349.5,4000.0,3800.0,11.728044909070784,4-6
Honda,Odyssey,358458,EX,4 door,Petrol,6,Wagon,7 Seater,Left Hand,American Specs,8,349.5,3249.5,44807.25,10.404293143019792,7-10
Lamborghini,Huracan,13000,EVO Coupe,2 door,Petrol,10,Coupe,2 Seater,Left Hand,Other,5,649.5,,2600.0,13.681980308196241,4-6
BMW,X4,6,xDrive30i M Sport,4 door,Petrol,4,Coupe,5 Seater,Left Hand,GCC Specs,1,249.5,2249.5,6.0,12.468436909997664,0-1
Ford,Explorer,107000,XLT,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,Japanese Specs,14,249.5,3249.5,7642.857142857143,10.239995502805316,10+
Kia,Sorento,28575,EX,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,2,149.5,2249.5,14287.5,11.719939634354557,2-3
Lexus,RX-Series,41000,RX 350 Platinum,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,4,,,10250.0,11.982935344196433,4-6
Lexus,ES HYBRID,73000,ES 300h,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,7,349.5,2249.5,10428.57142857143,11.170449240431308,7-10
Jetour,T2,17215,Luxury,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,1,249.5,2249.5,17215.0,11.736069016284436,0-1
Porsche,Cayenne,4000,Coupe,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,1,349.5,3249.5,4000.0,13.038981768465277,0-1
Mercedes-Benz,CLS-Class,139000,CLS 400 AMG Designo,4 door,Petrol,6,Sedan,5 Seater,Left Hand,Korean Specs,10,349.5,3249.5,13900.0,11.082157933374816,7-10
Toyota,FJ Cruiser,176890,Other,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,17,549.5,2749.5,10405.29411764706,10.389026137075234,10+
Toyota,Prado,70675,GXR,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,5,249.5,4000.0,14135.0,11.736077016252436,4-6
Honda,Accord,58000,EX-L,5+ doors,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,2,249.5,,29000.0,11.695255355062795,2-3
BMW,2-Series,117000,230i,2 door,Petrol,4,Coupe,4 Seater,Left Hand,GCC Specs,9,249.5,2249.5,13000.0,10.757924157061597,7-10
Hyundai,Accent,53000,GLS,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,3,,1749.5,17666.666666666668,10.596659732783579,2-3
Toyota,Yaris,253700,,,,,,,,,16,,,15856.25,9.433563920090563,10+
Cadillac,Escalade,60900,Sport,4 door,Diesel,6,SUV,7 Seater,Left Hand,Other,3,349.5,,20300.0,12.449022745701502,2-3
Chevrolet,Trax,156850,LTZ,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,10,149.5,1749.5,15685.0,9.852246888342531,7-10
Skoda,Scala,85000,Ambition,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,3,249.5,1749.5,28333.333333333332,10.757924157061597,2-3
Jeep,Wrangler Unlimited,11000,Sport,4 door,Petrol,6,SUV,5 Seater,Left Hand,American Specs,2,349.5,3749.5,5500.0,11.736077016252437,2-3
Chevrolet,Silverado,84000,LT,2 door,Petrol,8,Pick Up Truck,,Left Hand,GCC Specs,3,449.5,,28000.0,11.767575435251748,2-3
Mercedes-Benz,GLS-Class,30500,GLS 580,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,Japanese Specs,6,449.5,4000.0,5083.333333333333,12.464587201678082,4-6
Lexus,GS-Series,200000,GS 350,4 door,Petrol,6,Sedan,5 Seater,Left Hand,Japanese Specs,18,349.5,3749.5,11111.111111111111,9.680406499268875,10+
Audi,RS Q8,74055,4.0 TFSI quattro,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,5,649.5,4000.0,14811.0,12.688501881189456,4-6
Nissan,Maxima,41000,SR,4 door,Petrol,6,Sedan,4 Seater,Left Hand,American Specs,5,349.5,3749.5,8200.0,10.915106645867503,4-6
Mercedes-Benz,E-Class,128000,E450 AMG,2 door,Petrol,6,Coupe,4 Seater,Left Hand,American Specs,7,349.5,3249.5,18285.714285714286,11.440365524765756,7-10
Fiat,500X,100000,Grand Opening Edition,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,10,149.5,2249.5,10000.0,10.491301994830229,7-10
Volkswagen,Golf,131508,R,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,7,249.5,2249.5,18786.85714285714,11.350418300109132,7-10
BMW,4-Series,125000,435i,2 door,Petrol,6,Coupe,4 Seater,Left Hand,GCC Specs,11,349.5,3749.5,11363.636363636364,10.915106645867503,10+
BMW,7-Series,94000,740i,4 door,Petrol,6,Sedan,4 Seater,Left Hand,GCC Specs,10,349.5,3249.5,9400.0,11.082157933374816,7-10
Ford,Mustang,143000,Ecoboost,2 door,Petrol,4,Soft Top Convertible,4 Seater,Left Hand,American Specs,5,349.5,2249.5,28600.0,11.141876276228,4-6
Chevrolet,Silverado,167000,LTZ,4 door,Petrol,6,Pick Up Truck,,Left Hand,American Specs,5,349.5,,33400.0,11.542493975902508,4-6
Nissan,Sunny,56000,SV,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,3,149.5,1249.5,18666.666666666668,10.341742483467284,2-3
Cadillac,CTS/Catera,182000,Performance,4 door,Petrol,6,Sedan,,Left Hand,GCC Specs,12,349.5,,15166.666666666666,10.043249494911286,10+
Nissan,Patrol,124855,LE Titanium,5+ doors,Petrol,8,SUV,8 Seater,Left Hand,GCC Specs,9,449.5,4000.0,13872.777777777776,11.225256725762891,7-10
Audi,A8,7806,Other,4 door,Petrol,6,Sedan,,Left Hand,GCC Specs,1,349.5,,7806.0,12.896719202134523,0-1
Mercedes-Benz,CLK-Class,350000,CLK 200,2 door,Petrol,4,Coupe,4 Seater,Left Hand,European Specs,20,349.5,1249.5,17500.0,9.105090961257083,10+
Mercedes-Benz,G-Class,167000,G 63 AMG,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,7,549.5,4000.0,23857.14285714286,12.868763195921677,7-10
Mercedes-Benz,CLA,103244,CLA250 4MATIC,4 door,Petrol,4,Sedan,4 Seater,Left Hand,Korean Specs,11,249.5,2249.5,9385.818181818182,10.645448706505872,10+
Ferrari,612 Scaglietti,27000,Other,2 door,Petrol,8,Coupe,2 Seater,Left Hand,Japanese Specs,19,549.5,4000.0,1421.0526315789473,12.896719202134523,10+
BYD,Seal,32955,Performance,4 door,Electric,Unknown,Sedan,5 Seater,Left Hand,GCC Specs,1,549.5,,32955.0,11.755871643580615,0-1
Audi,A5,96000,40 TFSI S-Line,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,7,149.5,1749.5,13714.285714285714,11.31448672129398,7-10
Nissan,Kicks,138000,SV,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,6,149.5,1749.5,23000.0,10.448743588106623,4-6
BMW,4-Series,225000,435i,2 door,Petrol,6,Coupe,4 Seater,Left Hand,GCC Specs,12,349.5,2749.5,18750.0,10.463131911491967,10+
Bentley,Flying Spur,130000,W12,4 door,Petrol,12,Sedan,5 Seater,Left Hand,Other,8,649.5,4000.0,16250.0,12.095146671399466,7-10
Ford,Edge,299775,SEL,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,12,249.5,3749.5,24981.25,9.711176264112805,10+
Mercedes-Benz,S-Class,98000,S 500,4 door,Petrol,8,Sedan,4 Seater,Left Hand,European Specs,8,449.5,4000.0,12250.0,11.827743504053695,7-10
Bentley,Flying Spur,45000,Mulliner,4 door,Petrol,12,Sedan,5 Seater,Left Hand,GCC Specs,5,649.5,4000.0,9000.0,13.270785106659046,4-6
Mercedes-Benz,A-Class,46520,A 35 AMG 4MATIC,4 door,Petrol,4,Sedan,4 Seater,Left Hand,GCC Specs,3,349.5,2249.5,15506.666666666666,12.037659911047468,2-3
Chevrolet,Impala,140000,LTZ,4 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,11,349.5,3249.5,12727.272727272728,10.275085591132717,10+
Aston Martin,DBS,25000,V12,2 door,Petrol,12,Coupe,2 Seater,Left Hand,GCC Specs,7,749.5,,3571.4285714285716,13.38318953651709,7-10
Jaguar,XF,78000,Premium Luxury,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,13,249.5,2249.5,6000.0,10.165890277802454,10+
Renault,Dokker,107000,Cargo,3 door,Petrol,4,Van,2 Seater,Left Hand,GCC Specs,4,149.5,1749.5,26750.0,10.239995502805316,4-6
Fiat,500,86000,Sport,3 door,Petrol,4,Hatchback,4 Seater,Left Hand,GCC Specs,12,149.5,249.5,7166.666666666667,10.203629181337648,10+
Toyota,Prado,80131,VXR,5+ doors,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,10,249.5,2749.5,8013.1,11.440354772135391,7-10
BMW,5-Series,180000,530i,4 door,Petrol,6,Other,4 Seater,Left Hand,GCC Specs,20,249.5,2749.5,9000.0,9.472781556562168,10+
Ferrari,Purosangue,0,Other,4 door,Petrol,12,SUV,4 Seater,Left Hand,European Specs,0,749.5,4000.0,0.0,14.771020464528988,0-1
Mercedes-Benz,S-Class,80000,S 350,4 door,Petrol,6,Sedan,5 Seater,Left Hand,Japanese Specs,16,449.5,2749.5,5000.0,10.819798284210286,10+
