brand,model,kms,trim,doors,fuel_type,cylinders,body_type,seating_capacity,steering_side,regional_specs,vehicle_age,horsepower_mid,engine_cc_mid,kms_per_year,age_bucket,price_aed
Chevrolet,Traverse,183000,LT,4 door,Petrol,6,SUV,8 Seater,Left Hand,GCC Specs,9,349.5,3749.5,20333.33333333333,7-10,23000.0
Chevrolet,Corvette,51000,Stingray,2 door,Petrol,8,Hard Top Convertible,2 Seater,Left Hand,Other,3,449.5,4000.0,17000.0,2-3,290000.0
Chevrolet,Cruze,35000,LS,4 door,Petrol,6,Sedan,4 Seater,Left Hand,GCC Specs,11,,2249.5,3181.818181818182,10+,22000.0
Chevrolet,Cruze,182045,LS,5+ doors,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,9,149.5,1749.5,20227.222222222223,7-10,18500.0
Chevrolet,Sonic,165535,LT,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,6,249.5,1249.5,27589.166666666668,4-6,17500.0
Chevrolet,Impala,190000,Other,4 door,Petrol,6,Sedan,4 Seater,Left Hand,American Specs,10,149.5,3249.5,19000.0,7-10,20000.0
Chevrolet,Camaro,172695,1LT,2 door,Petrol,4,Coupe,4 Seater,Left Hand,American Specs,9,349.5,2249.5,19188.33333333333,7-10,30000.0
Chevrolet,Spark,127107,LS,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,6,149.5,1249.5,21184.5,4-6,17999.0
Chevrolet,Malibu,151000,LS,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,6,149.5,1749.5,25166.666666666668,4-6,23000.0
Chevrolet,Impala,88000,LTZ,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,10,149.5,2749.5,8800.0,7-10,33000.0
Chevrolet,Impala,105000,Other,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,9,149.5,2749.5,11666.666666666666,7-10,34000.0
Chevrolet,Camaro,80066,LT1,2 door,Petrol,8,Sports Car,4 Seater,Left Hand,American Specs,4,649.5,4000.0,20016.5,4-6,82000.0
Chevrolet,Groove,33000,Premier,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,3,149.5,1749.5,11000.0,2-3,41000.0
Chevrolet,Corvette,25000,Stingray,2 door,Petrol,8,Hard Top Convertible,2 Seater,Left Hand,Other,6,449.5,4000.0,4166.666666666667,4-6,255000.0
Chevrolet,Corvette,60000,Stingray,2 door,Petrol,8,Coupe,2 Seater,Left Hand,American Specs,5,549.5,4000.0,12000.0,4-6,249000.0
Chevrolet,Traverse,95000,LT,4 door,Petrol,6,SUV,7 Seater,Left Hand,American Specs,7,349.5,3749.5,13571.42857142857,7-10,39000.0
Chevrolet,Groove,43000,LT,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,2,149.5,1749.5,21500.0,2-3,45000.0
Chevrolet,Camaro,100000,Other,2 door,Petrol,8,Coupe,2 Seater,Left Hand,American Specs,50,249.5,4000.0,2000.0,10+,25000.0
Chevrolet,Corvette,100000,Other,2 door,Petrol,8,Coupe,4 Seater,Left Hand,American Specs,50,249.5,4000.0,2000.0,10+,48000.0
Chevrolet,Malibu,183000,LT,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,9,249.5,2249.5,20333.33333333333,7-10,23000.0
Chevrolet,Suburban,455581,LT,5+ doors,Petrol,8,SUV,8 Seater,Left Hand,GCC Specs,15,349.5,4000.0,30372.066666666666,10+,35000.0
Chevrolet,Suburban,63000,LT,4 door,Petrol,8,SUV,8 Seater,Left Hand,GCC Specs,3,349.5,4000.0,21000.0,2-3,149000.0
Chevrolet,Groove,33000,Premier,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,3,149.5,1749.5,11000.0,2-3,41000.0
Chevrolet,Tahoe,214000,LT,4 door,Petrol,8,SUV,8 Seater,Left Hand,GCC Specs,6,349.5,4000.0,35666.666666666664,4-6,90000.0
Chevrolet,Corvette,130000,LS3,2 door,Petrol,8,Coupe,2 Seater,Left Hand,American Specs,26,449.5,4000.0,5000.0,10+,125000.0
Chevrolet,Captiva,76054,Other,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,4,149.5,1749.5,19013.5,4-6,35999.0
Chevrolet,Groove,90788,LT,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,4,149.5,1749.5,22697.0,4-6,32999.0
Chevrolet,Spark,251156,Other,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,10,49.5,1249.5,25115.6,7-10,9999.0
Chevrolet,Spark,125358,Other,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,7,49.5,1249.5,17908.285714285714,7-10,15000.0
Chevrolet,Captiva,75116,LS,4 door,Petrol,4,Crossover,7 Seater,Left Hand,GCC Specs,3,149.5,1249.5,25038.666666666668,2-3,40000.0
Chevrolet,Camaro,50500,SS,2 door,Petrol,8,Coupe,4 Seater,Left Hand,American Specs,7,449.5,4000.0,7214.285714285715,7-10,65900.0
Chevrolet,Captiva,33000,Other,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,3,149.5,1749.5,11000.0,2-3,44000.0
Chevrolet,Malibu,82000,Other,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,3,149.5,1749.5,27333.33333333333,2-3,33500.0
Chevrolet,Cruze,317000,LT,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,11,149.5,1749.5,28818.18181818182,10+,9999.0
Chevrolet,Camaro,180000,RS,2 door,Petrol,6,Coupe,4 Seater,Left Hand,GCC Specs,12,349.5,3749.5,15000.0,10+,28000.0
Chevrolet,Blazer,119800,1LT,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,5,149.5,2249.5,23960.0,4-6,82000.0
Chevrolet,Impala,153000,Premier,4 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,8,349.5,3749.5,19125.0,7-10,39000.0
Chevrolet,Impala,20000,SS,2 door,Petrol,8,Coupe,5 Seater,Left Hand,American Specs,59,349.5,4000.0,338.9830508474576,10+,350000.0
Chevrolet,Spark,216368,LT,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,7,49.5,1249.5,30909.714285714286,7-10,13500.0
Chevrolet,Impala,400000,LT,4 door,Petrol,5,Sedan,5 Seater,Left Hand,Other,12,349.5,3249.5,33333.333333333336,10+,24000.0
Chevrolet,Captiva,8000,Premier,5+ doors,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,3,249.5,1749.5,2666.6666666666665,2-3,53000.0
Chevrolet,Camaro,124000,RS,2 door,Petrol,6,Coupe,4 Seater,Left Hand,American Specs,7,349.5,3749.5,17714.285714285714,7-10,40000.0
Chevrolet,Silverado,218000,LT,2 door,Petrol,8,Pick Up Truck,2 Seater,Left Hand,GCC Specs,8,449.5,4000.0,27250.0,7-10,69000.0
Chevrolet,Cruze,98000,LS,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,7,149.5,1249.5,14000.0,7-10,19999.0
Chevrolet,Camaro,175000,Limited Edition,2 door,Petrol,6,Coupe,,Left Hand,GCC Specs,9,349.5,3749.5,19444.444444444445,7-10,67500.0
Chevrolet,Equinox,60400,LT,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,6,149.5,1749.5,10066.666666666666,4-6,28000.0
Chevrolet,Groove,60000,LT,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,3,149.5,1749.5,20000.0,2-3,35000.0
Chevrolet,Equinox,172534,LT,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,8,149.5,1749.5,21566.75,7-10,21999.0
Chevrolet,Captiva,215000,LTZ,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,11,649.5,3249.5,19545.454545454544,10+,22000.0
Chevrolet,Impala,232000,LT,4 door,Petrol,6,Sedan,4 Seater,Left Hand,GCC Specs,7,349.5,3749.5,33142.857142857145,7-10,32500.0
Chevrolet,Express,67000,Standard,5+ doors,Petrol,8,Van,7 Seater,Left Hand,Other,40,249.5,3249.5,1675.0,10+,19500.0
Chevrolet,Suburban,23000,LT,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,American Specs,14,349.5,4000.0,1642.857142857143,10+,27000.0
Chevrolet,Corvette,109000,Other,2 door,Petrol,8,Hard Top Convertible,2 Seater,Left Hand,Japanese Specs,21,449.5,4000.0,5190.476190476191,10+,88000.0
Chevrolet,Captiva,90000,LT,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,4,149.5,1749.5,22500.0,4-6,39999.0
Chevrolet,Camaro,165000,LT RS,2 door,Petrol,6,Coupe,4 Seater,Left Hand,GCC Specs,12,349.5,3749.5,13750.0,10+,28500.0
Chevrolet,Impala,189880,LT,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,11,249.5,2249.5,17261.81818181818,10+,15900.0
Chevrolet,Camaro,196500,RS,2 door,Petrol,6,Coupe,4 Seater,Left Hand,GCC Specs,10,249.5,3749.5,19650.0,7-10,38000.0
Chevrolet,Impala,116000,Premier,4 door,Petrol,6,Sedan,4 Seater,Left Hand,GCC Specs,8,249.5,3749.5,14500.0,7-10,40000.0
Chevrolet,Cruze,260000,LT,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,10,149.5,1249.5,26000.0,7-10,14500.0
Chevrolet,Camaro,177000,RS,2 door,Petrol,6,Coupe,4 Seater,Left Hand,GCC Specs,15,449.5,3249.5,11800.0,10+,21000.0
Chevrolet,Malibu,60000,LT,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,4,149.5,1749.5,15000.0,4-6,38500.0
Chevrolet,Camaro,144500,Bumblebee edition,2 door,Petrol,8,Sports Car,5 Seater,Left Hand,GCC Specs,13,449.5,3249.5,11115.384615384615,10+,36000.0
Chevrolet,Corvette,17000,Z06,2 door,Petrol,8,Hard Top Convertible,2 Seater,Left Hand,Other,2,749.5,4000.0,8500.0,2-3,495000.0
Chevrolet,Tahoe,126800,LTZ,4 door,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,9,449.5,4000.0,14088.888888888889,7-10,91500.0
Chevrolet,Captiva,113687,LS,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,5,249.5,1749.5,22737.4,4-6,29500.0
Chevrolet,Captiva,19000,Premier,5+ doors,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,3,149.5,1749.5,6333.333333333333,2-3,57000.0
Chevrolet,Silverado,163000,LT,4 door,Petrol,8,Pick Up Truck,5 Seater,Left Hand,GCC Specs,15,449.5,4000.0,10866.666666666666,10+,49500.0
Chevrolet,Malibu,343400,LT,4 door,Petrol,4,Sedan,4 Seater,Left Hand,American Specs,10,149.5,1249.5,34340.0,7-10,18500.0
Chevrolet,Impala,235000,LT,4 door,Petrol,4,Other,4 Seater,Left Hand,American Specs,7,349.5,2249.5,33571.42857142857,7-10,25000.0
Chevrolet,Bel Air,120000,Other,2 door,Petrol,8,Coupe,5 Seater,Left Hand,American Specs,68,349.5,,1764.7058823529412,10+,65000.0
Chevrolet,Tahoe,238500,LTZ,2 door,Petrol,8,SUV,5 Seater,Left Hand,Japanese Specs,28,549.5,4000.0,8517.857142857143,10+,27000.0
Chevrolet,Tahoe,40000,LT,4 door,Petrol,8,SUV,7 Seater,Left Hand,American Specs,3,449.5,3249.5,13333.333333333334,2-3,122000.0
Chevrolet,Camaro,38646,2SS,4 door,Petrol,8,Coupe,4 Seater,Left Hand,Other,2,449.5,4000.0,19323.0,2-3,159000.0
Chevrolet,Corvette,90000,C8 3LT,2 door,Petrol,8,Sports Car,2 Seater,Left Hand,GCC Specs,6,549.5,4000.0,15000.0,4-6,259000.0
Chevrolet,Camaro Convertible,126000,3LT,2 door,Petrol,8,Coupe,4 Seater,Left Hand,American Specs,7,449.5,4000.0,18000.0,7-10,74999.0
Chevrolet,Trax,95000,LT,4 door,Petrol,4,Crossover,5 Seater,Left Hand,GCC Specs,12,149.5,1749.5,7916.666666666667,10+,19900.0
Chevrolet,Sonic,111324,LS,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,12,149.5,1749.5,9277.0,10+,13900.0
Chevrolet,Tahoe,115317,LS,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,14,349.5,4000.0,8236.92857142857,10+,30000.0
Chevrolet,Tahoe,27975,LT,4 door,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,3,349.5,4000.0,9325.0,2-3,209000.0
Chevrolet,Camaro,47229,LT1,2 door,Petrol,8,Coupe,4 Seater,Left Hand,American Specs,4,449.5,4000.0,11807.25,4-6,99999.0
Chevrolet,Silverado,117000,LT,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,4,449.5,4000.0,29250.0,4-6,139000.0
Chevrolet,Sonic,120296,LS,4 door,Petrol,4,Sedan,4 Seater,Left Hand,GCC Specs,12,149.5,1749.5,10024.666666666666,10+,8500.0
Chevrolet,Spark,55000,LT,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,8,149.5,1749.5,6875.0,7-10,17500.0
Chevrolet,Cruze,175000,Other,5+ doors,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,12,49.5,1749.5,14583.333333333334,10+,14500.0
Chevrolet,Silverado,43000,LT,4 door,Petrol,8,Pick Up Truck,5 Seater,Left Hand,GCC Specs,3,349.5,4000.0,14333.333333333334,2-3,199000.0
Chevrolet,Silverado,85000,LT,2 door,Petrol,8,SUV,2 Seater,Left Hand,GCC Specs,4,349.5,3749.5,21250.0,4-6,123000.0
Chevrolet,Corvette,63355,Stingray,2 door,Petrol,8,Hard Top Convertible,2 Seater,Left Hand,GCC Specs,5,449.5,4000.0,12671.0,4-6,299000.0
Chevrolet,Trax,122000,LT,4 door,Petrol,4,SUV,4 Seater,Left Hand,GCC Specs,9,249.5,1749.5,13555.555555555557,7-10,25000.0
Chevrolet,Aveo,135000,Other,4 door,Petrol,4,Other,5 Seater,Left Hand,GCC Specs,8,149.5,1249.5,16875.0,7-10,16500.0
Chevrolet,Equinox,207950,Other,4 door,Petrol,6,SUV,5 Seater,Left Hand,Other,8,449.5,1249.5,25993.75,7-10,29000.0
Chevrolet,Colorado,101442,LS,4 door,Petrol,6,Pick Up Truck,5 Seater,Left Hand,Korean Specs,5,449.5,3749.5,20288.4,4-6,84000.0
Chevrolet,Corvette,160000,Stingray,2 door,Petrol,8,Sports Car,2 Seater,Left Hand,GCC Specs,11,449.5,4000.0,14545.454545454546,10+,129999.0
Chevrolet,Camaro,79000,1LT,2 door,Petrol,4,Coupe,4 Seater,Left Hand,American Specs,5,349.5,2249.5,15800.0,4-6,45000.0
Chevrolet,Aveo,103000,LT,5+ doors,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,7,149.5,1749.5,14714.285714285714,7-10,17500.0
Chevrolet,Corvette,60000,Stingray,2 door,Petrol,8,Coupe,2 Seater,Left Hand,GCC Specs,5,449.5,4000.0,12000.0,4-6,329750.0
Chevrolet,Camaro,14000,LS,2 door,Petrol,6,Coupe,4 Seater,Left Hand,GCC Specs,11,249.5,3249.5,1272.7272727272727,10+,49000.0
Chevrolet,Tahoe,12000,Other,4 door,Petrol,8,SUV,8 Seater,Left Hand,GCC Specs,1,349.5,4000.0,12000.0,0-1,249000.0
Chevrolet,Traverse,200000,LT,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,14,349.5,3249.5,14285.714285714286,10+,22000.0
Chevrolet,Malibu,99000,LS,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,6,149.5,1749.5,16500.0,4-6,25000.0
Chevrolet,Tahoe,579500,Other,4 door,Petrol,8,SUV,8 Seater,Left Hand,GCC Specs,16,349.5,4000.0,36218.75,10+,26500.0
Chevrolet,Silverado,35000,LT,2 door,Petrol,8,Pick Up Truck,2 Seater,Left Hand,GCC Specs,2,449.5,4000.0,17500.0,2-3,245000.0
Chevrolet,Camaro,171000,RS,2 door,Petrol,6,Sports Car,4 Seater,Left Hand,American Specs,11,249.5,3749.5,15545.454545454546,10+,25000.0
Chevrolet,Camaro,71000,1LT,2 door,Petrol,6,Soft Top Convertible,4 Seater,Left Hand,American Specs,7,349.5,3249.5,10142.857142857143,7-10,56000.0
Chevrolet,Camaro,300000,LT,2 door,Petrol,6,Coupe,4 Seater,Left Hand,GCC Specs,11,449.5,3749.5,27272.727272727272,10+,33000.0
Chevrolet,Equinox,106000,LT,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,American Specs,6,149.5,1249.5,17666.666666666668,4-6,33500.0
Chevrolet,Blazer,96646,3LT,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,6,349.5,3749.5,16107.666666666666,4-6,69999.0
Chevrolet,Impala,231113,LT,4 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,12,349.5,3749.5,19259.416666666668,10+,22000.0
Chevrolet,Malibu,212000,LTZ,5+ doors,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,8,149.5,1749.5,26500.0,7-10,29000.0
Chevrolet,Captiva,42000,LT,4 door,Petrol,4,Hatchback,7 Seater,Left Hand,GCC Specs,2,149.5,1749.5,21000.0,2-3,48000.0
Chevrolet,Impala,140000,Premier,4 door,Petrol,6,Sedan,5 Seater,Left Hand,American Specs,8,349.5,3749.5,17500.0,7-10,25000.0
Chevrolet,Malibu,507661,LT,4 door,Petrol,6,Sedan,5 Seater,Left Hand,American Specs,16,249.5,2249.5,31728.8125,10+,7000.0
Chevrolet,Captiva,26000,LS,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,1,149.5,1749.5,26000.0,0-1,58000.0
Chevrolet,Tahoe,62398,RST,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,4,349.5,4000.0,15599.5,4-6,214900.0
Chevrolet,Cruze,150000,LS,4 door,Petrol,4,Other,5 Seater,Left Hand,GCC Specs,12,149.5,1749.5,12500.0,10+,12500.0
Chevrolet,Silverado,112771,LT,4 door,Petrol,8,Pick Up Truck,5 Seater,Left Hand,GCC Specs,5,449.5,4000.0,22554.2,4-6,132000.0
Chevrolet,Impala,183000,LT,4 door,Petrol,6,Sedan,5 Seater,Left Hand,American Specs,7,349.5,3249.5,26142.85714285714,7-10,24000.0
Chevrolet,Spark,77000,LT,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,Korean Specs,12,149.5,1749.5,6416.666666666667,10+,9500.0
Chevrolet,Tahoe,160000,LS,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,9,349.5,4000.0,17777.777777777777,7-10,77000.0
Chevrolet,Blazer,78500,RS,5+ doors,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,5,349.5,3249.5,15700.0,4-6,88000.0
Chevrolet,Malibu,138000,Premier,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,7,149.5,,19714.285714285717,7-10,36000.0
Chevrolet,Traverse,233000,LT,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,13,349.5,3249.5,17923.076923076922,10+,18500.0
Chevrolet,Captiva,106732,LS,5+ doors,Petrol,4,Crossover,7 Seater,Left Hand,GCC Specs,4,149.5,1249.5,26683.0,4-6,35000.0
Chevrolet,Silverado,68000,LT,4 door,Petrol,8,Pick Up Truck,5 Seater,Left Hand,Canadian Specs,5,449.5,4000.0,13600.0,4-6,89000.0
Chevrolet,Cruze,141000,LS,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,9,149.5,1749.5,15666.666666666666,7-10,17000.0
Chevrolet,Cruze,120000,LTZ,5+ doors,Petrol,4,Sedan,5 Seater,Left Hand,Korean Specs,13,249.5,1249.5,9230.76923076923,10+,16500.0
Chevrolet,Tahoe,26630,Other,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,3,349.5,4000.0,8876.666666666666,2-3,225000.0
Chevrolet,Tahoe,235000,LS,4 door,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,10,449.5,4000.0,23500.0,7-10,46000.0
Chevrolet,Camaro,14800,ZL1,2 door,Petrol,8,Coupe,5 Seater,Left Hand,GCC Specs,3,649.5,4000.0,4933.333333333333,2-3,285000.0
Chevrolet,Tahoe,45100,RST,5+ doors,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,4,349.5,4000.0,11275.0,4-6,210000.0
Chevrolet,Silverado,300000,4X4,4 door,Petrol,8,Pick Up Truck,8 Seater,Left Hand,American Specs,16,449.5,4000.0,18750.0,10+,32000.0
Chevrolet,Suburban,223000,Other,4 door,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,12,349.5,4000.0,18583.33333333333,10+,45000.0
Chevrolet,Tahoe,33000,Other,4 door,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,5,349.5,4000.0,6600.0,4-6,169900.0
Chevrolet,Captiva,25000,Other,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,1,149.5,1749.5,25000.0,0-1,59900.0
Chevrolet,Silverado,71000,LT,4 door,Petrol,8,Pick Up Truck,5 Seater,Left Hand,GCC Specs,4,449.5,4000.0,17750.0,4-6,152000.0
Chevrolet,Epica,400000,LS,4 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,18,149.5,2249.5,22222.222222222223,10+,5000.0
Chevrolet,Blazer,25500,RS,4 door,Petrol,6,SUV,5 Seater,Left Hand,GCC Specs,2,349.5,3749.5,12750.0,2-3,125000.0
Chevrolet,Equinox,135000,LT,4 door,Petrol,4,SUV,5 Seater,Left Hand,American Specs,5,249.5,1749.5,27000.0,4-6,25500.0
Chevrolet,Malibu,190000,LT,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,5,149.5,1749.5,38000.0,4-6,33000.0
Chevrolet,Traverse,186698,LTZ,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,16,249.5,3249.5,11668.625,10+,13500.0
Chevrolet,Traverse,127000,LTZ,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,American Specs,7,249.5,3749.5,18142.85714285714,7-10,39000.0
Chevrolet,Malibu,89000,LTZ,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,6,149.5,2249.5,14833.333333333334,4-6,33000.0
Chevrolet,Trailblazer,227000,LTZ,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,13,349.5,3249.5,17461.53846153846,10+,27000.0
Chevrolet,Equinox,165000,LT,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,6,149.5,1749.5,27500.0,4-6,31000.0
Chevrolet,Tahoe,49327,LS,4 door,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,3,349.5,4000.0,16442.333333333332,2-3,154900.0
Chevrolet,Equinox,170000,LT,4 door,Petrol,4,SUV,5 Seater,Left Hand,Canadian Specs,5,149.5,1249.5,34000.0,4-6,25500.0
Chevrolet,Trax,230000,LT,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,10,249.5,1749.5,23000.0,7-10,15000.0
Chevrolet,Impala,46000,Premier,4 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,7,249.5,3749.5,6571.428571428572,7-10,72000.0
Chevrolet,Traverse,184000,LT,5+ doors,Petrol,6,SUV,7 Seater,Left Hand,GCC Specs,12,249.5,3749.5,15333.333333333334,10+,22500.0
Chevrolet,Camaro,83000,LT RS,2 door,Petrol,6,Coupe,4 Seater,Left Hand,American Specs,10,349.5,3749.5,8300.0,7-10,35000.0
Chevrolet,Corvette,95000,Z06,2 door,Petrol,8,Coupe,2 Seater,Left Hand,American Specs,10,649.5,4000.0,9500.0,7-10,195000.0
Chevrolet,Camaro,189000,RS,2 door,Petrol,6,Coupe,4 Seater,Left Hand,GCC Specs,14,349.5,3749.5,13500.0,10+,17500.0
Chevrolet,Avalanche,338000,LTZ,5+ doors,Petrol,8,Other,5 Seater,Left Hand,American Specs,18,449.5,4000.0,18777.777777777777,10+,25000.0
Chevrolet,Impala,165000,Other,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,7,149.5,1749.5,23571.42857142857,7-10,25000.0
Chevrolet,Malibu,200000,LT,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,10,149.5,1749.5,20000.0,7-10,18000.0
Chevrolet,Cruze,210000,LT,5+ doors,Petrol,4,Hatchback,5 Seater,Left Hand,Other,9,149.5,1749.5,23333.33333333333,7-10,23000.0
Chevrolet,Camaro,31115,ZL1,2 door,Petrol,8,Coupe,4 Seater,Left Hand,GCC Specs,6,649.5,4000.0,5185.833333333333,4-6,235000.0
Chevrolet,Impala,140000,LTZ,4 door,Petrol,6,Sedan,5 Seater,Left Hand,GCC Specs,11,349.5,3249.5,12727.272727272728,10+,29000.0
Chevrolet,Silverado,83000,4X4,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,5,349.5,4000.0,16600.0,4-6,114000.0
Chevrolet,Corvette,81000,Z06,2 door,Petrol,8,Coupe,2 Seater,Left Hand,American Specs,23,449.5,4000.0,3521.7391304347825,10+,135000.0
Chevrolet,Cruze,166000,LS,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,10,149.5,1749.5,16600.0,7-10,13000.0
Chevrolet,Cruze,167000,LT Premium,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,11,149.5,1249.5,15181.818181818182,10+,16500.0
Chevrolet,Impala,280000,Other,4 door,Petrol,4,Other,5 Seater,Left Hand,GCC Specs,9,149.5,1749.5,31111.11111111111,7-10,23000.0
Chevrolet,Cruze,182308,LT,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,13,149.5,1249.5,14023.692307692309,10+,9000.0
Chevrolet,Silverado,85000,ZR2,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,3,449.5,4000.0,28333.33333333333,2-3,195000.0
Chevrolet,Suburban,154000,Premier,4 door,Petrol,8,SUV,7 Seater,Left Hand,GCC Specs,11,449.5,3749.5,14000.0,10+,69000.0
Chevrolet,Silverado,27000,LT,2 door,Petrol,8,SUV,2 Seater,Left Hand,GCC Specs,2,449.5,4000.0,13500.0,2-3,169000.0
Chevrolet,Camaro,150000,RS,2 door,Petrol,6,Coupe,4 Seater,Left Hand,American Specs,7,349.5,3749.5,21428.571428571428,7-10,37000.0
Chevrolet,Corvette,27000,Stingray,2 door,Petrol,8,Other,2 Seater,Left Hand,GCC Specs,2,449.5,4000.0,13500.0,2-3,399999.0
Chevrolet,Groove,19000,LT,4 door,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,2,149.5,249.5,9500.0,2-3,47000.0
Chevrolet,Captiva,78151,LS,4 door,Petrol,4,Crossover,7 Seater,Left Hand,GCC Specs,3,149.5,1749.5,26050.33333333333,2-3,40000.0
Chevrolet,Captiva,71848,LS,4 door,Petrol,4,Crossover,7 Seater,Left Hand,GCC Specs,3,149.5,1749.5,23949.33333333333,2-3,40000.0
Chevrolet,Malibu,1771629,LS,4 door,Petrol,4,Sedan,5 Seater,Left Hand,American Specs,6,149.5,1749.5,295271.5,4-6,30000.0
Chevrolet,Captiva,143000,LT,4 door,Petrol,4,SUV,7 Seater,Left Hand,GCC Specs,9,149.5,1749.5,15888.888888888889,7-10,23500.0
Chevrolet,Express,43000,Other,5+ doors,Petrol,8,Van,8 Seater,Left Hand,Japanese Specs,19,349.5,4000.0,2263.157894736842,10+,79000.0
Chevrolet,Camaro,85000,Other,2 door,Petrol,6,Coupe,4 Seater,Left Hand,Canadian Specs,11,349.5,3749.5,7727.272727272727,10+,25000.0
