brand,model,kms,trim,doors,fuel_type,cylinders,body_type,seating_capacity,steering_side,regional_specs,vehicle_age,horsepower_mid,engine_cc_mid,kms_per_year,log_price,age_bucket,raw_price
Alfa Romeo,GIULIETTA,133000,Veloce,4 door,Petrol,4,Hatchback,5 Seater,Left Hand,GCC Specs,6,249.5,1749.5,22166.666666666668,10.308952660644293,4-6,29999
Alfa Romeo,Giulia,119000,Veloce,4 door,Petrol,4,Sedan,5 Seater,Left Hand,GCC Specs,8,249.5,2249.5,14875.0,11.112462823634855,7-10,67000
Alfa Romeo,Stelvio,40000,Veloce,5+ doors,Petrol,4,SUV,5 Seater,Left Hand,GCC Specs,3,249.5,2249.5,13333.333333333334,11.767575435251748,2-3,129000
Ashok Leyland,GAZL,0,Other,2 door,Diesel,4,Other,Unknown,Left Hand,GCC Specs,1,,3249.5,0.0,11.849404844423074,0-1,139999
Ashok Leyland,Falcon,72150,63 Seats,3 door,Diesel,6,Other,8+ Seater,Left Hand,GCC Specs,2,,,36075.0,12.301387370778713,2-3,219999
Ashok Leyland,Oyster,229659,Other,2 door,Diesel,4,Pick Up Truck,8+ Seater,Left Hand,GCC Specs,7,149.5,4000.0,32808.42857142857,11.373674891823535,7-10,86999
Ashok Leyland,Oyster,80000,Other,2 door,Diesel,6,Other,8+ Seater,Left Hand,GCC Specs,5,149.5,4000.0,16000.0,11.60824473564232,4-6,109999
Ashok Leyland,Oyster,204977,Other,5+ doors,Diesel,Unknown,Other,8+ Seater,Left Hand,GCC Specs,5,149.5,4000.0,40995.4,11.60824473564232,4-6,109999
Ashok Leyland,Oyster,37101,Other,2 door,Diesel,6,Other,8+ Seater,Left Hand,GCC Specs,4,149.5,4000.0,9275.25,11.736077016252436,4-6,124999
Aston Martin,Vantage,60456,V12,2 door,Petrol,12,Coupe,2 Seater,Left Hand,GCC Specs,12,549.5,4000.0,5038.0,12.577467222169137,10+,289950
Aston Martin,Vantage,30000,AMR,2 door,Petrol,8,Coupe,Unknown,Left Hand,GCC Specs,11,549.5,,2727.2727272727275,11.91170829631447,10+,149000
Aston Martin,DBS,35909,Superleggera,2 door,Petrol,12,Coupe,2 Seater,Left Hand,European Specs,7,749.5,4000.0,5129.857142857143,13.34550852871726,7-10,625000
Aston Martin,DBX,20348,550,5+ doors,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,5,549.5,4000.0,4069.6,12.80765263256463,4-6,364999
Aston Martin,Rapide,529,S,2 door,Petrol,12,Coupe,4 Seater,Left Hand,GCC Specs,12,549.5,4000.0,44.083333333333336,13.120363378739665,10+,499000
Aston Martin,Vantage,11440,Standard (V8),2 door,Petrol,8,Coupe,2 Seater,Left Hand,GCC Specs,3,549.5,4000.0,3813.3333333333335,13.303018546545276,2-3,599000
Aston Martin,Vanquish,1043,Other,2 door,Petrol,12,Coupe,2 Seater,Left Hand,GCC Specs,8,549.5,4000.0,130.375,14.50865573852222,7-10,1999995
Aston Martin,DB12,4336,Coupe,2 door,Petrol,8,Coupe,4 Seater,Left Hand,GCC Specs,2,649.5,4000.0,2168.0,13.70903942580019,2-3,898999
Aston Martin,Vanquish,45311,Standard,2 door,Petrol,12,Coupe,4 Seater,Left Hand,GCC Specs,13,549.5,4000.0,3485.4615384615386,12.538612159123671,10+,278899
Aston Martin,DB9,57552,Standard,2 door,Petrol,12,Coupe,4 Seater,Left Hand,GCC Specs,12,549.5,4000.0,4796.0,12.180759965737863,10+,195000
Aston Martin,Vantage,44500,S,2 door,Petrol,8,Coupe,2 Seater,Left Hand,GCC Specs,7,549.5,3749.5,6357.142857142857,12.821233960000242,7-10,369990
Aston Martin,DB12,5000,Coupe,2 door,Petrol,8,Coupe,2 Seater,Left Hand,GCC Specs,2,549.5,4000.0,2500.0,13.909912143303451,2-3,1098999
Aston Martin,Vanquish,38213,Carbon Black,2 door,Petrol,12,Coupe,Unknown,Left Hand,GCC Specs,13,549.5,4000.0,2939.4615384615386,12.706847933442663,10+,329999
Aston Martin,DB12,4135,Coupe,2 door,Petrol,8,Coupe,4 Seater,Left Hand,GCC Specs,1,649.5,4000.0,4135.0,13.909912143303451,0-1,1098999
Aston Martin,Rapide,70250,S Shadow Edition,5+ doors,Petrol,12,Sedan,4 Seater,Left Hand,GCC Specs,8,549.5,4000.0,8781.25,12.672949516558306,7-10,319000
Aston Martin,DB11,44965,Launch edition,2 door,Petrol,12,Coupe,4 Seater,Left Hand,GCC Specs,9,649.5,4000.0,4996.111111111111,12.706847933442663,7-10,329999
Aston Martin,DB11,21000,V12 Coupe,2 door,Petrol,12,Coupe,4 Seater,Left Hand,Other,9,649.5,4000.0,2333.333333333333,12.896719202134523,7-10,398999
Aston Martin,Vantage,49000,V12,2 door,Petrol,12,Coupe,2 Seater,Left Hand,GCC Specs,16,549.5,4000.0,3062.5,12.733758336210744,10+,339000
Aston Martin,DBX,6700,707,5+ doors,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,2,749.5,4000.0,3350.0,13.989464705423494,2-3,1190000
Aston Martin,DB7,44000,Volante,2 door,Petrol,12,Soft Top Convertible,Unknown,Left Hand,American Specs,23,449.5,,1913.0434782608693,11.608153823245445,10+,109989
Aston Martin,DBS,15000,V12,2 door,Petrol,12,Coupe,2 Seater,Left Hand,GCC Specs,17,649.5,,882.3529411764706,12.509877789891933,10+,271000
Aston Martin,DBX,13611,550,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,5,549.5,3749.5,2722.2,13.303018546545276,4-6,599000
Aston Martin,Vantage,32,GT12,2 door,Petrol,12,Coupe,2 Seater,Left Hand,GCC Specs,10,649.5,4000.0,3.2,14.430696737594902,7-10,1849999
Aston Martin,Vanquish,2512,Zagato Coupe,2 door,Petrol,12,Coupe,4 Seater,Left Hand,GCC Specs,8,549.5,4000.0,314.0,14.907434194052,7-10,2979999
Aston Martin,DB11,23770,V12 Coupe,2 door,Petrol,12,Coupe,4 Seater,Left Hand,GCC Specs,8,649.5,4000.0,2971.25,12.992256969959042,7-10,439000
Aston Martin,DB12,72,Coupe,2 door,Petrol,8,Coupe,4 Seater,Left Hand,GCC Specs,2,649.5,3749.5,36.0,14.148405690083225,2-3,1395000
Aston Martin,Vantage,44500,S,2 door,Petrol,8,Coupe,2 Seater,Left Hand,GCC Specs,7,649.5,3749.5,6357.142857142857,12.791080452981856,7-10,358999
Aston Martin,DB12,10200,Coupe,2 door,Petrol,8,Coupe,4 Seater,Left Hand,GCC Specs,2,649.5,4000.0,5100.0,13.981025843899117,2-3,1180000
Aston Martin,DBX,14000,707,5+ doors,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,3,749.5,4000.0,4666.666666666667,13.578522867254332,2-3,789000
Aston Martin,DB11,29800,V12 Coupe,2 door,Petrol,12,Coupe,4 Seater,Left Hand,GCC Specs,3,549.5,4000.0,9933.333333333334,13.399845102751485,2-3,659900
Aston Martin,DBX,7000,707,4 door,Petrol,8,SUV,5 Seater,Left Hand,GCC Specs,1,749.5,4000.0,7000.0,13.910821646859096,0-1,1100000
Aston Martin,DB11,72000,V12 Coupe,2 door,Petrol,12,Coupe,4 Seater,Left Hand,GCC Specs,9,649.5,4000.0,8000.0,12.524530013005734,7-10,275000
